trade_id,asset,direction,limit_created_bar,entry_time_utc,hour_utc,session_utc,weekday,sub_periodo,fate,filled,fill_bar,exit_bar,outcome,pnl_usd,pnl_r,roc_atr_3,roc_atr_5,roc_atr_10,roc_atr_20,roc_atr_40,roc_atr_60,ema_slope_atr_3,ema_slope_atr_5,ema_slope_atr_10,ema_slope_atr_20,pct_favorable_5,efficiency_5,efficiency_signed_5,pct_favorable_10,efficiency_10,efficiency_signed_10,pct_favorable_20,efficiency_20,efficiency_signed_20,current_streak,accel_3_20,accel_5_20,accel_10_40,rsi_now,rsi_delta_3,rsi_delta_5,rsi_delta_10,rsi_delta_20,rsi_gt70,rsi_gt80,rsi_lt30,rsi_lt20,rsi_extreme_streak,rsi_max_20,rsi_min_20,atr14,atr_pct,atr5_atr20_ratio,div_alignment,div_age
L00010,XAU,SHORT,230,2025-04-15T15:00:03+00:00,15,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,234.0,261.0,loss,-5.620114104785898,-1.0293034169120399,0.8669182991892995,1.272943325391813,0.36588457197632784,0.4008269817704561,-0.003754143200995996,1.5770289246743272,0.06903250569275594,0.033835748713672495,-0.866579159642891,0.04068615486720872,0.6,0.7413387151026608,0.7413387151026608,0.6,0.10143303178290991,0.10143303178290991,0.55,0.03901945350276688,0.03901945350276688,1,0.26893141730791037,0.23454731598983977,0.036682310777657684,44.52588960316718,7.546548421499203,10.966351452379413,6.814170225200101,1.6704043179472023,False,False,False,False,0,59.64058514952967,32.50968300692573,3.462840734597175,0.10757798705268039,0.9560289662479476,NONE,
L00011,XAU,SHORT,282,2025-04-15T19:20:03+00:00,19,Nueva York,Tuesday,sub1,FILLED_CLOSED,True,283.0,290.0,loss,-3.46598064439695,-1.0483971375546373,2.327956699818575,1.2326399941456216,0.3934421201473595,1.065345353030247,-2.5115993514662454,-0.9754312951018794,-0.10873190485122637,-0.5338857929573204,-1.0804795702512242,-2.6294068958282417,0.4,0.29889006342497937,0.29889006342497937,0.4,0.0685529813900651,0.0685529813900651,0.5,0.10541925047182095,0.10541925047182095,2,0.7227182989546793,0.19326073117761197,0.10213419580139209,48.649537637126244,20.058967424944328,14.26641544140083,10.611745291694781,21.433381804068162,False,False,False,False,0,71.03533633284763,48.649537637126244,1.835085678497742,0.05686992853930574,0.9810451327439479,NONE,
L00012,XAU,SHORT,293,2025-04-15T20:15:03+00:00,20,Nueva York,Tuesday,sub1,FILLED_CLOSED,True,296.0,307.0,loss,-4.643796012316216,-1.035568570754846,2.418782547400491,0.45038714237170446,-0.470249860888627,-0.3341902390476398,-3.1258953266035663,-4.612123239633617,-0.20050671143856627,-0.6770774971789899,-0.4575465281765852,-1.2697215694112585,0.6,0.10265987549520646,0.10265987549520646,0.5,0.07277338046569247,-0.07277338046569247,0.4,0.02911529309972727,-0.02911529309972727,3,0.822970361085879,0.10678694042672288,0.031122397076226452,48.40840739157394,18.178862218505365,7.1053313074828,0.2735023428621943,8.930527676479578,False,False,False,False,0,70.34107332624941,46.95687899807009,2.013823030613085,0.06239057548786297,1.1615770030879766,ALIGNED,8.0
L00013,XAU,SHORT,324,2025-04-15T23:50:03+00:00,23,Post-NY / transicion,Tuesday,sub1,FILLED_CLOSED,True,325.0,325.0,loss,-7.303280223200545,-1.0223986732986043,1.40650608127358,0.5773821153496248,-0.4230887230620604,-3.6827396527572676,-6.034495779413513,-4.849684940742455,-0.3106862146764972,-0.7968484890577269,-1.8778192144771158,-4.682663536458316,0.4,0.2574221578566355,0.2574221578566355,0.3,0.09725592682471217,-0.09725592682471217,0.3,0.40793379508859967,-0.40793379508859967,1,0.6529723430623899,0.2996134057077883,0.10855352217913179,59.91802304628625,17.08430290154233,13.45242409052365,12.472283002537424,0.9157220372954811,False,False,False,False,0,78.61632513615108,59.11177672157957,2.462840400137707,0.07598554361222545,1.2055101665105348,NONE,
L00014,XAU,LONG,325,2025-04-15T23:55:03+00:00,23,Post-NY / transicion,Tuesday,sub1,EXPIRED,False,,,,,,2.5835391292261214,2.8596199942424874,4.2639885323401145,6.580310272596635,8.026041698913195,7.800843751943913,0.6100110921253977,0.9850735252641138,1.9406330627713313,4.215812189486213,0.6,0.5563645653701319,0.5563645653701319,0.8,0.6515675946827223,0.6515675946827223,0.75,0.6181577080827789,0.6181577080827789,1,0.5321641961122088,0.2429084852186657,0.22574781076118156,77.10956093553935,4.108460881430233,2.8907304194983396,11.054743631300738,17.997784213959783,True,False,False,False,1,78.61632513615108,59.91802304628625,3.046208942985021,0.0936781991089502,1.588863276655578,NONE,
L00015,XAU,SHORT,343,2025-04-16T01:25:03+00:00,1,Asia,Wednesday,sub1,EXPIRED,False,,,,,,1.0090711730352622,1.8233194695468142,-0.10932346556935836,-4.694452032717823,-7.47362819816949,-8.501402367351103,-0.2792481427324575,-0.7251018185873627,-2.158795998281602,-5.380845457157513,0.8,0.6263097514340099,0.6263097514340099,0.7,0.01703973624848089,-0.01703973624848089,0.55,0.33510283225786336,-0.33510283225786336,1,0.5710796593143119,0.5993864955452539,0.17590835839730143,59.31868237777703,11.769032401391932,19.97503808823719,20.308529547883147,13.700535652696153,False,False,False,False,0,82.62517801124392,59.31868237777703,4.491259012352468,0.13755757689510448,1.2579986317992085,ALIGNED,3.0
L00016,XAU,SHORT,358,2025-04-16T02:40:03+00:00,2,Asia,Wednesday,sub1,FILLED_CLOSED,True,359.0,367.0,loss,-5.267386613739291,-1.0312262217353687,0.6244812363840624,0.6696276024077082,-0.2116399008388122,0.9950467840921289,-7.028480208747072,-10.745878960226717,-0.1608020062783415,-0.33109322691691884,-1.2713176360179967,-2.028125195621137,0.4,0.4063984795692618,0.4063984795692618,0.3,0.06101873448195653,-0.06101873448195653,0.4,0.09224628039192004,0.09224628039192004,1,0.15840807292341436,0.08417318127693521,0.15454801513479557,55.75354522364177,6.71893412730396,7.579524913581935,5.700301294809172,23.54017524237245,False,False,False,False,0,71.99250872215296,50.58879260328723,3.8319806274024053,0.1172082107153195,0.8741244559172394,ALIGNED,2.0
L00017,XAU,SHORT,378,2025-04-16T04:20:03+00:00,4,Asia,Wednesday,sub1,EXPIRED,False,,,,,,1.6605897014182958,1.9609829429284698,0.23066499733128876,-2.01187464721089,-0.7518092678063095,-10.912304981200569,-0.06918329676011391,-0.5359402995492526,-1.7570577610302858,-2.276271169357015,1.0,1.0,1.0,0.6,0.05994503607006859,0.05994503607006859,0.5,0.2078950962983322,-0.2078950962983322,5,0.6541236328333098,0.4927903209462384,0.041861731428286614,53.26649217260383,15.005982781390742,17.91137935289423,10.635693206811574,2.4870530510379396,False,False,False,False,0,71.17787152549806,51.84143803935001,3.0260334601065395,0.09238479459895457,0.8163300343621682,NONE,
L00018,XAU,SHORT,398,2025-04-16T06:00:03+00:00,6,Asia,Wednesday,sub1,FILLED_CLOSED,True,399.0,402.0,loss,-4.462484833350572,-1.0370672930946743,0.27715107821827384,0.6417113426436225,0.06730811899584474,-3.5231688712393785,-5.377340040681501,-4.216046566784855,-0.22156879531732013,-0.4064177625134071,-1.7825937435535741,-3.130431630569462,0.8,0.3499418701212531,0.3499418701212531,0.6,0.016530780163065025,0.016530780163065025,0.45,0.33544046859595056,-0.33544046859595056,2,0.2685421363013935,0.3045007120906934,0.141164312916622,58.03500160074231,5.489984256023398,9.177634245217625,12.23781423459156,-4.768509428138479,False,False,False,False,0,74.5466397895174,43.4384189233857,3.2834077567023834,0.09988964999467251,0.9316377049838465,NONE,
L00019,XAU,SHORT,406,2025-04-16T06:40:03+00:00,6,Asia,Wednesday,sub1,FILLED_CLOSED,True,407.0,410.0,loss,-5.846142631292423,-1.0279578006580623,0.4334122096720905,0.566188176208018,0.32180780955411165,-0.6929151237675065,-5.034900945158057,-6.979660546129087,-0.1670700101781091,-0.3366898706058586,-0.6461869899107651,-3.001604938408333,0.8,0.25365853658535653,0.25365853658535653,0.6,0.07642580089066578,0.07642580089066578,0.55,0.0904282612986085,-0.0904282612986085,2,0.17911649274573882,0.14788339142997892,0.1580533045843626,55.668076425782765,7.788426473392931,9.264606649237926,11.099853774614509,13.966990377184182,False,False,False,False,0,74.5466397895174,55.668076425782765,3.3063212526572956,0.10053159361018377,1.0894901330200846,NONE,
L00020,XAU,SHORT,427,2025-04-16T08:25:03+00:00,8,Londres,Wednesday,sub1,EXPIRED,False,,,,,,1.8956081842140076,1.3679388875528544,-0.8408466991272339,-1.9904463042483356,-2.398846565572316,-4.64206627697074,-0.5548460725251441,-1.0925320641551441,-1.8417345915707963,-2.68896049744039,0.4,0.2965511489219649,0.2965511489219649,0.4,0.1109419020787344,-0.1109419020787344,0.35,0.17090897078013156,-0.17090897078013156,1,0.7313917099504192,0.3731100927229877,-0.024113505773415485,52.00135171626336,20.938314669207173,20.811841485283736,7.989332358692003,5.0724518985291525,False,False,False,False,0,76.10898721124674,52.00135171626336,5.198331639449881,0.15753345976773572,1.5434256190958795,NONE,
L00021,XAU,LONG,466,2025-04-16T11:40:03+00:00,11,Londres,Wednesday,sub1,EXPIRED,False,,,,,,1.945260951285151,0.6639141324920984,-0.3795570499121521,-0.10414826713368532,-2.6648533936529586,3.497542402955931,0.05538813028081779,-0.4131352957153868,-0.9664296227404507,-1.0140536053718725,0.4,0.19331258594487047,0.19331258594487047,0.3,0.06585586751197009,-0.06585586751197009,0.45,0.01199027042494985,-0.01199027042494985,1,0.6536277304517346,0.13799023985510395,0.028665629850108745,53.333034516968965,16.471233713329852,7.956199188401918,0.4224754051655779,2.1599493469251954,False,False,False,False,0,55.13477033828803,36.86180080363911,4.023110624222276,0.12180507014338803,1.0927733787342415,NONE,
L00022,XAU,SHORT,477,2025-04-16T12:35:03+00:00,12,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,478.0,493.0,loss,-8.681225430254017,-1.0186570985830992,0.40777876650809786,0.8971132863177697,1.7874511715921233,0.11693840319552651,1.4772883682664961,-2.0456692335840194,-0.028569892022598332,-0.07545087006721142,-0.8891023414977762,-0.3205364341694267,0.8,0.4758418740849003,0.4758418740849003,0.8,0.5109389570332054,0.5109389570332054,0.7,0.010451242486765329,0.010451242486765329,2,0.13007933534292296,0.1735757371037776,0.14181290795254992,48.71726905120762,3.925906101997093,7.86581211965219,15.244786265202869,3.306855275030209,False,False,False,False,0,63.96205531641049,36.86180080363911,3.9850039616217487,0.12062581158605223,0.9511417217045028,NONE,
L00023,XAU,SHORT,500,2025-04-16T14:30:03+00:00,14,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,501.0,514.0,loss,-9.864892912444702,-1.0164341620621284,0.21945942982244449,0.6560620949573014,-2.147112310769095,-0.2127038625015542,-2.375450486213168,-0.8988764860887458,-0.24634794008758523,-0.3535436005402462,-1.253111279875105,-0.4840272319902323,0.6,0.2776733926967034,0.2776733926967034,0.4,0.3554220716978681,-0.3554220716978681,0.5,0.018948381993876547,-0.018948381993876547,2,0.08378833639922588,0.14184761211653799,-0.1553249689215803,52.57542825726798,2.618319180772751,6.268021161894069,-10.986080943353699,2.7689842541401433,False,False,False,False,0,62.28997199107087,39.85113677234909,5.1809120297089555,0.1565249608744083,1.0306138712880788,NONE,
L00024,XAU,SHORT,526,2025-04-16T16:40:03+00:00,16,Nueva York,Wednesday,sub1,FILLED_CLOSED,True,527.0,546.0,loss,-7.2847549561297456,-1.0224569126917404,2.283456790279456,1.5285950414266678,1.3195564032829439,-2.400073252762463,-5.37572858902509,-4.760467875136462,-0.13300613916217086,-0.7413596686192914,-2.067555250272776,-3.7959635629797863,0.6,0.5031055900620744,0.5031055900620744,0.5,0.26388620089027226,0.26388620089027226,0.3,0.21100097843195742,-0.21100097843195742,3,0.8811559260646084,0.4257226709234567,0.2663488550539216,52.50822862441087,19.655561165240407,16.67119873497841,19.49495644711231,3.3460035154582215,False,False,False,False,0,72.16378978965128,47.66903170546283,4.133207179648472,0.12439733459485526,0.9449522433496654,NONE,
L00025,XAU,SHORT,562,2025-04-16T19:40:03+00:00,19,Nueva York,Wednesday,sub1,FILLED_CLOSED,True,563.0,568.0,win,3.8554208508594456,0.9602731894538794,0.5331365418312012,0.3155078391468668,0.6887392715924011,-2.08844677617194,-2.3957083877048513,-10.141067307128104,-0.014181087370812114,-0.19656157327228058,-0.9025608080350085,-3.3826466021115165,0.6,0.2152641878668329,0.2152641878668329,0.5,0.14841999536426817,0.14841999536426817,0.5,0.19047774762108285,-0.19047774762108285,1,0.28213451941899736,0.16752390663797034,0.1287666368518614,56.34023308151938,4.889537434180276,4.549050532136853,13.086663063094342,7.670433534666593,False,False,False,False,0,70.17038829222099,54.95925796454868,2.7891541534409234,0.08355521584426466,0.7932371841687379,NONE,
L00026,XAU,SHORT,591,2025-04-16T23:05:03+00:00,23,Post-NY / transicion,Wednesday,sub1,FILLED_CLOSED,True,592.0,603.0,win,6.9562065120971965,0.9776534947047105,0.6122868988010659,0.9080721111918769,1.441329497992254,-4.586780803299078,-3.952626515255198,-9.008213452849407,-0.08610053861399009,-0.32979570894962806,-1.801008034408419,-4.987863166028879,0.6,0.5892457057504994,0.5892457057504994,0.7,0.5910020449897452,0.5910020449897452,0.4,0.5416326900425676,-0.5416326900425676,1,0.43343467309864253,0.4109534624033293,0.24294861268060536,61.52306821947846,8.55300142882723,11.861334603229096,18.007634497622334,-6.761392087624181,False,False,False,False,0,79.53767275775039,55.00331350965111,2.606621182202609,0.07779665238354726,0.8565554499912825,NONE,
L00027,XAU,LONG,614,2025-04-17T01:00:03+00:00,1,Asia,Thursday,sub1,FILLED_CLOSED,True,615.0,616.0,win,4.310050528402371,0.9642062211638925,0.05439519474553593,-0.2377686863104207,0.399552332538092,-1.0738845148219918,2.1401985643956243,2.0726251523663666,-0.16992793540786663,-0.40382209921270185,-0.6287581643976191,-1.218074467037116,0.6,0.05618126407843868,-0.05618126407843868,0.5,0.07013830782102154,0.07013830782102154,0.55,0.11493907928696706,-0.11493907928696706,2,0.0718259573229449,0.006140488479015452,-0.013549730856081403,49.42210278965023,1.542799729157828,0.318334243456313,8.660739372533548,-10.837846060173817,False,False,False,False,0,63.08017082288728,37.169363519851785,3.5664915054997763,0.10656406649027286,1.294096756520471,NONE,
L00028,XAU,LONG,629,2025-04-17T02:15:03+00:00,2,Asia,Thursday,sub1,FILLED_CLOSED,True,630.0,688.0,loss,-15.065642369095713,-1.0107002869052448,1.1594097953961082,2.1899584021243528,-2.093653413238971,-2.0043369279716985,-2.5804623482067996,-0.067157815258212,-0.10497504972122278,-0.745466872191954,-2.330549601622265,-2.0844979972378717,1.0,1.0,1.0,0.7,0.25874744580902526,-0.25874744580902526,0.6,0.14450739188674305,-0.14450739188674305,5,0.4866867781972877,0.5382085268234555,-0.1448537826187271,45.270506287579735,8.13478162313335,16.352192281481365,-4.34703530104138,-3.833262258614184,False,False,False,False,0,64.77965727349729,28.91831400609837,5.866778102970746,0.17586824110630453,1.1527697653109006,NONE,
L00029,XAU,LONG,694,2025-04-17T07:40:03+00:00,7,Asia/Londres (overlap),Thursday,sub1,FILLED_CLOSED,True,695.0,705.0,loss,-9.16797797626623,-1.0177055436467701,1.5185732666219736,1.1711113146033716,-1.2366838696151876,-0.77840187997501,-4.35513069246802,-2.0704957684009306,-0.2176859725847222,-0.8634152213353614,-1.8251637039524569,-2.5507628727889515,0.6,0.6275933609959073,0.6275933609959073,0.5,0.25345896355070097,-0.25345896355070097,0.6,0.07428360311266419,-0.07428360311266419,3,0.5451111828727417,0.27314235691942484,-0.014790119649818259,42.44994773788532,14.644901592442189,13.201075374424839,1.448106133455589,15.1195038926193,False,False,False,False,0,47.1417444051391,27.80504614544313,4.132826606358373,0.12436207541894967,1.1210373067061246,NONE,
L00030,XAU,LONG,707,2025-04-17T08:45:03+00:00,8,Londres,Thursday,sub1,EXPIRED,False,,,,,,1.6085237955670635,0.31026825023117716,-0.5564708720016018,-0.8087623758158489,-4.123232079650531,-5.213936167493987,-0.11592620830491748,-0.5815965345238896,-0.7505114932777409,-2.515385273278838,0.6,0.10673952641165971,0.10673952641165971,0.4,0.12196820239061248,-0.12196820239061248,0.45,0.08555266179394241,-0.08555266179394241,3,0.5766127173131469,0.10249176883702787,0.047433714791103095,47.05163970403446,14.797685002917802,7.562785485864843,2.642360301745647,11.19398945713968,False,False,False,False,0,47.05163970403446,27.80504614544313,3.7773765092844087,0.1137345725949706,0.996959198161477,NONE,
L00031,XAU,SHORT,739,2025-04-17T11:25:03+00:00,11,Londres,Thursday,sub1,FILLED_CLOSED,True,741.0,742.0,win,4.4044101289291575,0.9651576352974056,0.8926598526102216,0.4844943692790829,0.6009282630977115,-1.1915068467451138,-1.2720402899696726,0.32116349044998943,-0.19287319972011424,-0.43196290687208744,-1.0067563702193911,-1.6699802840506213,0.4,0.18880766322159012,0.18880766322159012,0.4,0.16258312915644144,0.16258312915644144,0.3,0.1608452672022536,-0.1608452672022536,2,0.3571286265406629,0.15647421619307228,0.09189383355901297,51.48211728563535,12.427257630400241,9.238318372746697,12.384832389593576,-0.9017227361407762,False,False,False,False,0,68.30066543225314,46.006070095947,3.091883198207316,0.09293449338139287,1.1613502564358575,NONE,
L00032,XAU,LONG,745,2025-04-17T11:55:03+00:00,11,Londres,Thursday,sub1,EXPIRED,False,,,,,,1.3386886899495754,0.37405008686348984,-0.4686854004351629,1.3107792923877273,3.2224126265379445,-0.5004443700745626,-0.15293758928882156,-0.48957907814243423,-0.25669557810836596,1.099170471474804,0.4,0.13283208020051657,0.13283208020051657,0.4,0.08558373850388108,-0.08558373850388108,0.6,0.15435176790572222,0.15435176790572222,1,0.3806905986971388,0.009271052753311596,-0.12742885570696488,53.74948733599078,12.310700875241572,4.416794515578985,-7.950958340074841,2.6054962435118654,False,False,False,False,0,68.30066543225314,41.438786460749206,3.1172295929066336,0.09368446118291689,1.05754357133926,NONE,
L00033,XAU,SHORT,750,2025-04-17T12:20:03+00:00,12,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,758.0,768.0,win,12.930510690704068,0.9878151360019114,0.5546782971555059,-0.18258558404641942,-0.4608794284884992,0.13079333340849195,-1.575964197985255,-2.4719462666262424,-0.4577668677600222,-0.7609443086100831,-0.3966967155747928,-0.9343099005953512,0.6,0.04130000539868532,-0.04130000539868532,0.6,0.07073000988974691,-0.07073000988974691,0.5,0.013926302414236792,0.013926302414236792,2,0.17835309904807736,-0.04305678347970848,-0.006688837899218543,50.56120904666097,9.156006078991368,3.1882782893298085,-1.2285162262491767,12.861535648305008,False,False,False,False,0,69.13180426802191,41.438786460749206,4.1898159922931475,0.12589076865528176,1.4549192687958257,NONE,
L00034,XAU,LONG,784,2025-04-17T15:10:03+00:00,15,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,786.0,803.0,win,15.540510607605029,0.989840771195244,1.8021419075038776,2.011984431963459,-0.8839318271092858,-3.038543599916359,-3.0546394753720927,-3.102927101739158,-0.013610032170616824,-0.5861578063343872,-2.4116575549768924,-3.91278359412288,0.8,0.7740825688073169,0.7740825688073169,0.5,0.14574272023589835,-0.14574272023589835,0.45,0.25517534856942165,-0.25517534856942165,4,0.7526411491637771,0.5543240663885098,-0.012027195826626258,45.91005149746257,16.4311529904759,20.864761211268153,10.065173280893482,0.39645799893002476,False,False,False,False,0,55.63840253322072,23.989572301988375,6.709793468344879,0.20311546541345346,1.1214820911102241,NONE,
L00035,XAU,SHORT,915,2025-04-21T03:10:03+00:00,3,Asia,Monday,sub1,FILLED_CLOSED,True,916.0,925.0,win,3.776544023865881,0.9595989781754546,1.0225259776353457,0.4952363884905137,-0.3115802117675261,-2.1542060980401962,-9.853327141732827,-12.393904253067687,-0.08777591356360105,-0.46245012514235595,-1.4263171133071326,-3.575159684864348,0.6,0.3195453698528742,0.3195453698528742,0.5,0.08705123033482694,-0.08705123033482694,0.4,0.2695865857184212,-0.2695865857184212,3,0.448552297447125,0.20675758260011257,0.21517515736656803,62.3926988295274,11.83291861135995,9.51245844185663,10.486894744520079,11.794699366167428,False,False,False,False,0,76.38276277999893,62.3926988295274,3.462992703802492,0.10241731710433405,0.8120856831794165,ALIGNED,2.0
