trade_id,asset,direction,limit_created_bar,entry_time_utc,hour_utc,session_utc,weekday,sub_periodo,fate,filled,fill_bar,exit_bar,outcome,pnl_usd,pnl_r,origin_bar,swing_high_dist_atr,swing_high_age_bars,swing_low_dist_atr,swing_low_age_bars,swing_high_seq,swing_low_seq,n_swings_window300,dir_swing_dist_atr,dir_swing_age_bars,dir_swing_broke,opp_swing_dist_atr,opp_swing_age_bars,range_pos_htf,range_pos_roll60,range_pos_roll288,dist_resistencia_atr,dist_soporte_atr,swing_amplitude_atr,swing_amplitude_ratio,origin_dist_atr,origin_age_bars,origin_retracement_frac,space_to_next_swing_atr,n_obstacles_to_tp,dist_first_obstacle_tp_atr,first_obstacle_tp_frac,n_obstacles_to_sl,dist_sl_beyond_swing_atr,dist_tp_nearest_swing_atr,momentum_roc_atr_10
L00010,XAU,SHORT,230,2025-04-15T15:00:03+00:00,15,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,234.0,261.0,loss,-5.620114104785898,-1.0293034169120399,223,1.539498947070662,7.0,2.8678651709256897,13.0,HH,LL,30,2.8678651709256897,13.0,False,1.539498947070662,7.0,0.6506984887442112,0.6492521139653559,0.6343984590541625,1.539498947070662,2.8678651709256897,4.407364117996352,1.0340108401083985,1.539498947070662,7.0,0.4940194328263466,0.1195435675335202,6.0,0.1195435675335202,0.07581532679899247,6.0,0.31590409257644225,0.2039232594547556,0.36588457197632784
L00011,XAU,SHORT,282,2025-04-15T19:20:03+00:00,19,Nueva York,Tuesday,sub1,FILLED_CLOSED,True,283.0,290.0,loss,-3.46598064439695,-1.0483971375546373,281,1.113139418138263,19.0,1.6262422134132957,15.0,HH,HL,36,1.6262422134132957,15.0,False,1.113139418138263,19.0,0.8432185270754666,0.7858496558988212,0.8696377797521829,1.7310942162642786,9.310352097341534,2.7393816315515584,0.4472419928825748,1.7310942162642786,1.0,0.4900292546118979,1.6262422134132957,2.0,1.6262422134132957,0.902695483308689,3.0,0.09848344527850501,0.06413152812053265,0.3934421201473595
L00012,XAU,SHORT,293,2025-04-15T20:15:03+00:00,20,Nueva York,Tuesday,sub1,FILLED_CLOSED,True,296.0,307.0,loss,-4.643796012316216,-1.035568570754846,291,1.262250462764086,12.0,1.5557727268267292,9.0,HH,HL,38,1.5557727268267292,9.0,False,1.262250462764086,12.0,0.8027203147308504,0.7136785632928053,0.8346138139026105,2.16252817954447,8.799209601992045,2.818023189590815,0.9211167018340648,2.16252817954447,2.0,0.49268337063548806,1.5557727268267292,3.0,1.5557727268267292,0.6986717511685718,5.0,,0.2501485620678296,-0.470249860888627
L00013,XAU,SHORT,324,2025-04-15T23:50:03+00:00,23,Post-NY / transicion,Tuesday,sub1,FILLED_CLOSED,True,325.0,325.0,loss,-7.303280223200545,-1.0223986732986043,321,-3.2497710433658527,33.0,6.191902413143181,25.0,HH,HL,38,6.191902413143181,25.0,False,-3.2497710433658527,33.0,0.6268511527959096,0.6949531302161394,0.81872541075756,2.847660198691151,4.783772190898007,2.942131369777328,0.9676816239316587,2.847660198691151,3.0,0.49541035550745605,6.191902413143181,0.0,,,0.0,,0.34934752310799,-0.4230887230620604
L00014,XAU,LONG,325,2025-04-15T23:55:03+00:00,23,Post-NY / transicion,Tuesday,sub1,EXPIRED,False,,,,,,302,-3.1376286421880635,34.0,5.516322991663527,26.0,HH,HL,38,-3.1376286421880635,34.0,True,5.516322991663527,26.0,0.6081109179023767,0.6710507704814841,0.7945168427122992,2.821253476453691,4.37785873497273,2.3786943494754635,0.9676816239316587,4.37785873497273,23.0,0.497589714453492,,0.0,,,0.0,1.0960522480537298,7.557899385797861,4.2639885323401145
L00015,XAU,SHORT,343,2025-04-16T01:25:03+00:00,1,Asia,Wednesday,sub1,EXPIRED,False,,,,,,339,-7.182398938822495,52.0,5.633612734137173,19.0,HH,HL,36,5.633612734137173,19.0,False,-7.182398938822495,52.0,0.7971158636590299,0.812502840759995,0.85911360579241,2.042185946184904,8.02358845597326,3.1621422770185297,1.9599779188517858,2.042185946184904,4.0,0.4964545513250164,5.633612734137173,0.0,,,0.0,,3.56225809390909,-0.10932346556935836
L00016,XAU,SHORT,358,2025-04-16T02:40:03+00:00,2,Asia,Wednesday,sub1,FILLED_CLOSED,True,359.0,367.0,loss,-5.267386613739291,-1.0312262217353687,351,1.298772133175709,7.0,3.766493557678621,14.0,HH,HL,36,3.766493557678621,14.0,False,1.298772133175709,7.0,0.8906855198177069,0.8984229395514041,0.922023193830953,1.298772133175709,10.582290018973525,5.06526569085433,1.0167627029858652,1.298772133175709,7.0,0.4935042079091874,3.766493557678621,0.0,,,2.0,,2.4335310220089057,-0.2116399008388122
L00017,XAU,SHORT,378,2025-04-16T04:20:03+00:00,4,Asia,Wednesday,sub1,EXPIRED,False,,,,,,374,-0.6315868922822367,27.0,3.7012819642173356,16.0,HH,HL,33,3.7012819642173356,16.0,False,-0.6315868922822367,27.0,0.8806728250879161,0.8509772811770752,0.9109279290090736,2.1241658480415087,15.67702528554999,3.069695071935099,0.47856774858319573,2.1241658480415087,4.0,0.4949429782658367,3.7012819642173356,0.0,,,0.0,,1.4302367898555768,0.23066499733128876
L00018,XAU,SHORT,398,2025-04-16T06:00:03+00:00,6,Asia,Wednesday,sub1,FILLED_CLOSED,True,399.0,402.0,loss,-4.462484833350572,-1.0370672930946743,392,1.2704219952078768,6.0,5.564245418302139,17.0,HH,HL,34,5.564245418302139,17.0,False,1.2704219952078768,6.0,0.9326000834825109,0.8833884030820807,0.9479795296766159,1.2704219952078768,17.57859237824798,6.834667413510016,1.5563492613912204,1.2704219952078768,6.0,0.4922311325459631,5.564245418302139,0.0,,,1.0,,0.13775269482703587,0.06730811899584474
L00019,XAU,SHORT,406,2025-04-16T06:40:03+00:00,6,Asia,Wednesday,sub1,FILLED_CLOSED,True,407.0,410.0,loss,-5.846142631292423,-1.0279578006580623,405,0.6951354014512201,14.0,1.0660364735805576,8.0,HH,HL,34,1.0660364735805576,8.0,False,0.6951354014512201,14.0,0.9147247574479981,0.8120528807330437,0.9334235232279195,1.6802181417876003,18.023251370632522,1.7611718750317777,0.25948041531125693,1.6802181417876003,1.0,0.49413823115542543,1.0660364735805576,1.0,1.0660364735805576,0.6197592142868461,1.0,,0.011044425094864493,0.32180780955411165
L00020,XAU,SHORT,427,2025-04-16T08:25:03+00:00,8,Londres,Wednesday,sub1,EXPIRED,False,,,,,,425,-1.0516341376267324,14.0,3.222330580763591,21.0,HH,HL,34,3.222330580763591,21.0,False,-1.0516341376267324,14.0,0.8367101849388743,0.7038336326660174,0.86483725603689,2.7618970825741327,14.15218345294639,2.1706964431368583,15.025299600528083,2.7618970825741327,2.0,0.49769972966837855,3.222330580763591,0.0,,,0.0,,0.4349036072157571,-0.8408466991272339
L00021,XAU,LONG,466,2025-04-16T11:40:03+00:00,11,Londres,Wednesday,sub1,EXPIRED,False,,,,,,463,1.650549764438713,10.0,0.14085014303787916,17.0,LH,HL,35,1.650549764438713,10.0,False,0.14085014303787916,17.0,0.6654615690949308,0.41977179450801405,0.8337788377819936,0.8747818844284603,1.7401101686663132,1.7913999074765923,0.6373363990095405,1.7401101686663132,3.0,0.49533976487416737,1.650549764438713,1.0,1.650549764438713,0.9310135161932247,1.0,1.093997618037442,0.12230286952471718,-0.3795570499121521
L00022,XAU,SHORT,477,2025-04-16T12:35:03+00:00,12,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,478.0,493.0,loss,-8.681225430254017,-1.0186570985830992,469,2.1053119623097594,8.0,3.053779521160935,14.0,HH,LL,35,3.053779521160935,14.0,False,2.1053119623097594,8.0,0.5919219558220655,0.5721933364078801,0.882437945903353,2.1053119623097594,3.053779521160935,5.159091483470695,1.507147569826282,2.1053119623097594,8.0,0.49608119416531066,1.439226546568322,1.0,1.439226546568322,0.672984250027609,3.0,0.9950933846464352,0.2975911572307907,1.7874511715921233
L00023,XAU,SHORT,500,2025-04-16T14:30:03+00:00,14,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,501.0,514.0,loss,-9.864892912444702,-1.0164341620621284,494,1.8476685297014437,6.0,2.5465384881851323,10.0,HH,LL,35,2.5465384881851323,10.0,False,1.8476685297014437,6.0,0.6381687287403619,0.6381687287403619,0.9113819709830043,1.8476685297014437,3.2587683000097676,4.3942070178865755,1.3754229096181665,1.8476685297014437,6.0,0.49655605371561495,1.4691220086171688,1.0,1.4691220086171688,0.7842435598660825,5.0,,0.14360386179958198,-2.147112310769095
L00024,XAU,SHORT,526,2025-04-16T16:40:03+00:00,16,Nueva York,Wednesday,sub1,FILLED_CLOSED,True,527.0,546.0,loss,-7.2847549561297456,-1.0224569126917404,523,-1.5328442656022925,32.0,5.000611395828535,18.0,HH,HL,33,5.000611395828535,18.0,False,-1.5328442656022925,32.0,0.8242606873254943,0.8062938221779906,0.938921810861385,1.691528339192632,7.933684787283994,3.467767130226243,0.6295791970482314,1.691528339192632,3.0,0.4952778383966661,5.000611395828535,0.0,,,0.0,,0.1909393838628306,1.3195564032829439
L00025,XAU,SHORT,562,2025-04-16T19:40:03+00:00,19,Nueva York,Wednesday,sub1,FILLED_CLOSED,True,563.0,568.0,win,3.8554208508594456,0.9602731894538794,555,1.3915405020087512,7.0,5.074936073963003,26.0,HH,HL,34,5.074936073963003,26.0,False,1.3915405020087512,7.0,0.9213260703614415,0.8956941421429999,0.9666306628705884,1.3915405020087512,16.295900666898497,3.462340003002721,1.152524167561676,1.3915405020087512,7.0,0.4915338476043779,5.074936073963003,0.0,,,1.0,,0.5929604773695355,0.6887392715924011
L00026,XAU,SHORT,591,2025-04-16T23:05:03+00:00,23,Post-NY / transicion,Wednesday,sub1,FILLED_CLOSED,True,592.0,603.0,win,6.9562065120971965,0.9776534947047105,582,2.6781399920175493,9.0,6.266389485142133,23.0,HH,HL,33,6.266389485142133,23.0,False,2.6781399920175493,9.0,0.5256576454374653,0.7903067966688644,0.9448490540844627,2.6781399920175493,2.967866455134911,8.944529477159682,4.112718292467582,2.6781399920175493,9.0,0.4952359144746704,6.266389485142133,0.0,,,1.0,,0.44459742125901,1.441329497992254
L00027,XAU,LONG,614,2025-04-17T01:00:03+00:00,1,Asia,Thursday,sub1,FILLED_CLOSED,True,615.0,616.0,win,4.310050528402371,0.9642062211638925,613,1.3838896136404477,6.0,0.7745341448709683,11.0,LH,LL,35,1.3838896136404477,6.0,False,0.7745341448709683,11.0,0.27576276301443153,0.5115320372464949,0.8910700090712766,3.1932308079343366,1.2158642300745506,2.158423758511416,0.8611701532609904,1.2158642300745506,1.0,0.4924100213053416,1.3838896136404477,0.0,,,1.0,2.0906593800943227,0.1305428661410918,0.399552332538092
L00028,XAU,LONG,629,2025-04-17T02:15:03+00:00,2,Asia,Thursday,sub1,FILLED_CLOSED,True,630.0,688.0,loss,-15.065642369095713,-1.0107002869052448,625,3.529482333824613,12.0,-1.0998693929870957,16.0,HH,LL,36,3.529482333824613,12.0,False,-1.0998693929870957,16.0,0.3998081331789582,0.3998081331789582,0.7820117392625728,3.780216207542308,2.518130065566136,2.4296129408375173,1.5373166522864545,2.518130065566136,4.0,0.4977622222122654,0.7724324307765956,2.0,0.7724324307765956,0.3040149193999305,3.0,2.6217401936867755,0.1395224580581816,-2.093653413238971
L00029,XAU,LONG,694,2025-04-17T07:40:03+00:00,7,Asia/Londres (overlap),Thursday,sub1,FILLED_CLOSED,True,695.0,705.0,loss,-9.16797797626623,-1.0177055436467701,690,5.399474816921106,32.0,-0.4958091347411941,20.0,HH,LL,35,5.399474816921106,32.0,False,-0.4958091347411941,20.0,0.20417056141205486,0.2845662792557567,0.5082916220102931,8.371290760300932,2.1476601032839433,4.903665682179912,3.0534880216966234,2.1476601032839433,4.0,0.49629366171836176,2.3434550021608302,0.0,,,2.0,2.143673007323775,0.16371729857392162,-1.2366838696151876
L00030,XAU,LONG,707,2025-04-17T08:45:03+00:00,8,Londres,Thursday,sub1,EXPIRED,False,,,,,,705,1.4098000181239996,13.0,1.4797716126551932,17.0,LH,LL,35,1.4098000181239996,13.0,False,1.4797716126551932,17.0,0.1594367420788046,0.21916169606092903,0.45192712097263826,10.029009652105607,1.9022870796935456,2.889571630779193,0.9990846681921998,1.9022870796935456,2.0,0.4954319843635905,1.4098000181239996,1.0,1.4098000181239996,0.7276889444799806,1.0,1.9228934849748756,0.5249189146556046,-0.5564708720016018
L00031,XAU,SHORT,739,2025-04-17T11:25:03+00:00,11,Londres,Thursday,sub1,FILLED_CLOSED,True,741.0,742.0,win,4.4044101289291575,0.9651576352974056,738,1.9832933315477543,12.0,2.261692380593609,17.0,HH,HL,35,2.261692380593609,17.0,False,1.9832933315477543,12.0,0.5347010472713987,0.7146395212001906,0.5399747425384103,1.432819755771331,1.646533308251281,4.244985712141363,2.2435897435897783,1.432819755771331,1.0,0.4925891765186452,0.9172043344700056,2.0,0.9172043344700056,0.6214406750542091,0.0,0.07655567329893487,0.31842129690685284,0.6009282630977115
L00032,XAU,LONG,745,2025-04-17T11:55:03+00:00,11,Londres,Thursday,sub1,EXPIRED,False,,,,,,744,2.001306640472802,7.0,1.6631651796309261,23.0,LH,HL,36,2.001306640472802,7.0,False,1.6631651796309261,23.0,0.38220119982547024,0.6304838622475412,0.5119754089898642,2.001306640472802,1.238108262740716,0.5459976396583642,0.12967619047620765,1.238108262740716,1.0,0.4915373311237708,0.21350120814872015,1.0,0.21350120814872015,0.16670136246050757,2.0,0.2585966467898538,0.21680479141260645,-0.4686854004351629
L00033,XAU,SHORT,750,2025-04-17T12:20:03+00:00,12,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,758.0,768.0,win,12.930510690704068,0.9878151360019114,749,0.7280309341303349,12.0,1.682098775282792,6.0,LH,HL,36,1.682098775282792,6.0,False,0.7280309341303349,12.0,0.3523137547138789,0.5636575741520322,0.5613377771303699,3.092335242057401,1.682098775282792,2.4101297094131273,5.933019976497426,3.092335242057401,1.0,0.4974335144571333,1.0061741033617373,6.0,1.0061741033617373,0.32205354517319784,6.0,0.49174115612468805,0.3559407726140033,-0.4608794284884992
L00034,XAU,LONG,784,2025-04-17T15:10:03+00:00,15,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,786.0,803.0,win,15.540510607605029,0.989840771195244,777,4.862048649679619,18.0,2.3202886647783836,7.0,HH,LL,35,4.862048649679619,18.0,False,2.3202886647783836,7.0,0.26588546858634143,0.26588546858634143,0.21058647000682665,6.406358478124473,2.3202886647783836,7.182337314458003,103.63870967738694,2.3202886647783836,7.0,0.49789960866590194,3.01489790525328,0.0,,,6.0,2.138165233800984,0.12096770773032108,-0.8839318271092858
L00035,XAU,SHORT,915,2025-04-21T03:10:03+00:00,3,Asia,Monday,sub1,FILLED_CLOSED,True,916.0,925.0,win,3.776544023865881,0.9595989781754546,913,0.31594991888493057,14.0,10.809687151529657,42.0,HH,HL,31,10.809687151529657,42.0,False,0.31594991888493057,14.0,0.929634998632278,0.9195313443331882,0.9625499422119876,1.0973549726779661,14.497826599809699,1.752819170925507,0.18701090640212423,1.0973549726779661,2.0,0.4912475810153067,10.809687151529657,0.0,,,1.0,,0.30041175400884174,-0.3115802117675261
L00036,XAU,SHORT,968,2025-04-21T07:35:03+00:00,7,Asia/Londres (overlap),Monday,sub1,EXPIRED,False,,,,,,965,-2.6363349821572184,30.0,8.55062326709712,40.0,HH,LL,30,8.55062326709712,40.0,False,-2.6363349821572184,30.0,0.9538815889624944,0.887178958939617,0.973392592013461,1.0873682349974318,22.490378927911852,5.914288284939902,1.0381713554987348,1.0873682349974318,3.0,0.48887705747449456,5.394053563501017,0.0,,,0.0,,1.4994870908862146,-0.5838889031692432
L00037,XAU,SHORT,994,2025-04-21T09:45:03+00:00,9,Londres,Monday,sub1,FILLED_CLOSED,True,995.0,1000.0,loss,-3.6246983701594218,-1.0461800661719611,990,0.940976194384418,29.0,0.7891064429134903,6.0,HH,HL,31,0.7891064429134903,6.0,False,0.940976194384418,29.0,0.9493716068416813,0.8550608764680001,0.9705976465326503,1.356685096632682,25.44023678848873,4.056422258899053,0.7010142273559705,1.356685096632682,4.0,0.48999917453679226,0.7891064429134903,1.0,0.7891064429134903,0.5588316623796737,1.0,,0.6229582199104396,-0.07539818325088972
L00038,XAU,SHORT,1003,2025-04-21T10:30:03+00:00,10,Londres,Monday,sub1,EXPIRED,False,,,,,,1000,0.8245194989546735,13.0,1.7942954326662877,8.0,HH,LL,32,1.7942954326662877,8.0,False,0.8245194989546735,13.0,0.958930300975625,0.8493960174572023,0.9760275771654793,1.1675154849425018,27.260145605283164,2.6188149316209612,1.164482431149099,1.1675154849425018,3.0,0.48787034873304436,1.4243894253618077,0.0,,,2.0,,0.1988193539173821,0.14736440244820084
L00039,XAU,LONG,1014,2025-04-21T11:25:03+00:00,11,Londres,Monday,sub1,EXPIRED,False,,,,,,1013,1.5304311077186066,6.0,0.563691346849657,19.0,LH,LL,33,1.5304311077186066,6.0,False,0.563691346849657,19.0,0.9613351577838737,0.6683552674401736,0.9534000450772161,0.06687567027900802,1.662749137322445,0.31754422870302823,0.13167003172772496,1.662749137322445,1.0,0.4930127571580152,1.2139302883103853,3.0,1.2139302883103853,0.7099506187392081,2.0,2.014298207225075,0.13809544299159862,-0.36728007175290966
L00040,XAU,SHORT,1025,2025-04-21T12:20:03+00:00,12,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,1026.0,1030.0,loss,-6.740272676055156,-1.024159460916752,1024,-1.2611199321734898,17.0,4.191734106246476,14.0,LH,LL,32,4.191734106246476,14.0,False,-1.2611199321734898,17.0,0.6802462514360316,0.7529058560727132,0.9480584734483495,1.79421307442389,3.8170208281708384,2.9306141740729856,11.530120481927622,1.79421307442389,1.0,0.4947676293127046,2.696221676957895,0.0,,,0.0,,0.3177070925706398,-0.9256475851422156
L00041,XAU,SHORT,1039,2025-04-21T13:30:03+00:00,13,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,1040.0,1043.0,loss,-11.916400203887406,-1.0135233977956346,1034,2.309310415444551,5.0,2.942092940343312,13.0,HH,HL,33,2.942092940343312,13.0,False,2.309310415444551,5.0,0.6832463914330319,0.6944566974156554,0.9173576542099278,2.309310415444551,4.981247144079876,5.251403355787863,2.6705406771096745,2.309310415444551,5.0,0.49707035767433067,2.942092940343312,0.0,,,1.0,,0.6055612133409793,-0.08783804288583756
L00042,XAU,SHORT,1052,2025-04-21T14:35:03+00:00,14,Londres/NY (overlap),Monday,sub1,EXPIRED,False,,,,,,1047,1.32314458653197,5.0,2.93275879221591,13.0,HH,HL,33,2.93275879221591,13.0,False,1.32314458653197,5.0,0.8162559923548032,0.8218925171346572,0.9466396271044365,1.32314458653197,5.8778771147412225,4.25590337874788,1.303042869731997,1.32314458653197,5.0,0.49564884505286744,2.93275879221591,0.0,,,2.0,,1.118922927163432,0.3746793243891401
L00043,XAU,SHORT,1110,2025-04-21T19:25:03+00:00,19,Nueva York,Monday,sub1,EXPIRED,False,,,,,,1106,-3.356263497907239,30.0,2.817774159722552,13.0,LH,HL,32,2.817774159722552,13.0,False,-3.356263497907239,30.0,0.8898832661748164,0.8078993964409449,0.960590052532274,1.6226970644248364,13.11345618001263,4.006649890315901,1.1552665541547034,1.6226970644248364,4.0,0.4928255356535466,2.817774159722552,0.0,,,2.0,,1.1478312389385403,1.2195199717709357
L00044,XAU,SHORT,1142,2025-04-21T23:05:03+00:00,23,Post-NY / transicion,Monday,sub1,FILLED_CLOSED,True,1143.0,1144.0,loss,-5.588051997335697,-1.0294765046610432,1134,1.9631092852688106,8.0,4.879885072160364,28.0,HH,LL,32,4.879885072160364,28.0,False,1.9631092852688106,8.0,0.5586002938982558,0.8087337089282514,0.9491345529618155,1.9631092852688106,2.484354675697913,4.330210614423541,1.7232722976964243,1.9631092852688106,8.0,0.49358898378114124,4.800479324817915,0.0,,,1.0,,0.2695087188075735,0.998879774980988
L00045,XAU,SHORT,1150,2025-04-21T23:45:03+00:00,23,Post-NY / transicion,Monday,sub1,FILLED_CLOSED,True,1152.0,1153.0,win,7.139874303127272,0.9781488120246932,1148,-0.3396148279751889,16.0,2.503013624242566,10.0,HH,HL,33,2.503013624242566,10.0,False,-0.3396148279751889,16.0,0.6483376369689713,0.7329851973033441,0.929619835458086,1.9978601577016508,3.6833282995498027,2.163398796267377,0.6645244215938355,1.9978601577016508,2.0,0.4952364813468423,2.503013624242566,0.0,,,0.0,,0.1347356195539647,-1.4509138799982613
L00046,XAU,LONG,1157,2025-04-22T00:20:03+00:00,0,Asia,Tuesday,sub1,FILLED_CLOSED,True,1158.0,1172.0,win,16.835653246267157,0.9905858281713886,1153,2.6689525232472016,9.0,0.16068013938984813,17.0,HH,HL,34,2.6689525232472016,9.0,False,0.16068013938984813,17.0,0.5255842518398532,0.5255842518398532,0.8481208623638121,2.6689525232472016,2.9568146094792893,2.82963266263705,2.080464216634402,2.9568146094792893,4.0,0.49798422790533076,0.2174460550222834,4.0,0.2174460550222834,0.0729500617462521,3.0,0.7207395343004981,0.3117996490901293,-1.6238731141289489
L00047,XAU,SHORT,1178,2025-04-22T02:05:03+00:00,2,Asia,Tuesday,sub1,FILLED_CLOSED,True,1179.0,1181.0,loss,-10.529776563770156,-1.015331542341304,1174,-0.09349910742480869,30.0,5.592278535218262,25.0,HH,LL,32,5.592278535218262,25.0,False,-0.09349910742480869,30.0,0.7612279742440689,0.7612279742440689,0.8834279820484349,1.7541127226327493,5.592278535218262,5.498779427793454,1.9881616462129785,1.7541127226327493,4.0,0.4966461427774556,2.8592598483924503,0.0,,,0.0,,0.2479399296928405,-1.5095629778703288
