trade_id,asset,direction,limit_created_bar,entry_time_utc,hour_utc,session_utc,weekday,sub_periodo,fate,filled,fill_bar,time_to_fill_bars,exit_bar,outcome,pnl_usd,pnl_r,origin_bar,atr_short,atr_long_primary,atr_long_alt,atr_ratio_short_long,atr_ratio_short_long_alt,atr_pct_rank_causal,hour_utc_cont,hour_sin,hour_cos,weekday_num,adx_m5,dist_ema_m5_price,dist_ema_m5_atr,dist_ema_m5_signed_atr,rsi_level_m5,momentum_roc_atr_10,atr_regime_bucket
L00026,XAU,SHORT,591,2025-04-16T23:05:03+00:00,23,Post-NY / transicion,Wednesday,sub1,FILLED_CLOSED,True,592.0,1.0,603.0,win,6.9562065120971965,0.9776534947047105,582,2.606621182202609,3.4339445962601465,3.228830740069329,0.7590749090831105,0.8072957030093935,0.09375,23.083333333333332,-0.23768589232617435,0.9713420698132611,2,47.62770331211012,0.21410356790329388,0.08213835188831513,0.08213835188831513,61.52306821947846,1.441329497992254,Compression
L00027,XAU,LONG,614,2025-04-17T01:00:03+00:00,1,Asia,Thursday,sub1,FILLED_CLOSED,True,615.0,1.0,616.0,win,4.310050528402371,0.9642062211638925,613,3.5664915054997763,3.4258208440274616,3.238605089526272,1.0410618849837283,1.1012430990842006,0.4097222222222222,1.0,0.25881904510252074,0.9659258262890683,3,23.028696019595404,0.441630551597882,0.12382773123582579,0.12382773123582579,49.42210278965023,0.399552332538092,Normal
L00028,XAU,LONG,629,2025-04-17T02:15:03+00:00,2,Asia,Thursday,sub1,FILLED_CLOSED,True,630.0,1.0,688.0,loss,-15.065642369095713,-1.0107002869052448,625,5.866778102970746,3.759943223421903,3.4374898136315055,1.560336886585065,1.7067041419892501,0.9548611111111112,2.25,0.5555702330196022,0.8314696123025452,3,31.966759717680354,0.3196896709041539,0.05449152248357125,0.05449152248357125,45.270506287579735,-2.093653413238971,Expansion
L00029,XAU,LONG,694,2025-04-17T07:40:03+00:00,7,Asia/Londres (overlap),Thursday,sub1,FILLED_CLOSED,True,695.0,1.0,705.0,loss,-9.16797797626623,-1.0177055436467701,690,4.132826606358373,3.683285706866304,3.4526797997347467,1.1220488811535974,1.196990988471007,0.625,7.666666666666667,0.90630778703665,-0.42261826174069933,3,40.68414221522703,0.06609318373375572,0.0159922469604873,0.0159922469604873,42.44994773788532,-1.2366838696151876,Normal
L00031,XAU,SHORT,739,2025-04-17T11:25:03+00:00,11,Londres,Thursday,sub1,FILLED_CLOSED,True,741.0,2.0,742.0,win,4.4044101289291575,0.9651576352974056,738,3.091883198207316,3.502461393143168,3.379662999556283,0.8827743838262861,0.9148495570751435,0.28125,11.416666666666666,0.15212338618991708,-0.9883615104677607,3,30.46727340690877,1.090888671070843,0.3528233769320082,0.3528233769320082,51.48211728563535,0.6009282630977115,Compression
L00033,XAU,SHORT,750,2025-04-17T12:20:03+00:00,12,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,758.0,8.0,768.0,win,12.930510690704068,0.9878151360019114,749,4.1898159922931475,3.5812842132636975,3.428102212253055,1.1699199903698463,1.2221969278854934,0.7361111111111112,12.333333333333334,-0.08715574274765794,-0.9961946980917455,3,29.770315936097862,1.2836843492964363,0.30638203483343357,0.30638203483343357,50.56120904666097,-0.4608794284884992,Expansion
L00034,XAU,LONG,784,2025-04-17T15:10:03+00:00,15,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,786.0,2.0,803.0,win,15.540510607605029,0.989840771195244,777,6.709793468344879,4.119782929861523,3.754778238537216,1.6286764576138515,1.7870012666737078,0.9826388888888888,15.166666666666666,-0.7372773368101239,-0.6755902076156604,3,42.058949108866116,4.047342272395326,0.6031992328064449,0.6031992328064449,45.91005149746257,-0.8839318271092858,Expansion
L00035,XAU,SHORT,915,2025-04-21T03:10:03+00:00,3,Asia,Monday,sub1,FILLED_CLOSED,True,916.0,1.0,925.0,win,3.776544023865881,0.9595989781754546,913,3.462992703802492,3.84165617740567,3.6970267907010177,0.9014322323194224,0.9366966754238346,0.3715277777777778,3.1666666666666665,0.737277336810124,0.6755902076156602,0,37.748189911268675,0.2368677361346272,0.0683997213954675,0.0683997213954675,62.3926988295274,-0.3115802117675261,Normal
L00037,XAU,SHORT,994,2025-04-21T09:45:03+00:00,9,Londres,Monday,sub1,FILLED_CLOSED,True,995.0,1.0,1000.0,loss,-3.6246983701594218,-1.0461800661719611,990,2.4536400218603727,3.4335191976111714,3.484019339997398,0.7146137477744299,0.7042555687599039,0.027777777777777776,9.75,0.5555702330196025,-0.831469612302545,0,26.66434301309254,0.7471831498405663,0.3045202813712034,0.3045202813712034,53.714931398023374,-0.07539818325088972,Compression
L00040,XAU,SHORT,1025,2025-04-21T12:20:03+00:00,12,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,1026.0,1.0,1030.0,loss,-6.740272676055156,-1.024159460916752,1024,3.592079808093453,3.4009620848732425,3.458003887626552,1.0561951937277576,1.0387726343936894,0.5694444444444444,12.333333333333334,-0.08715574274765794,-0.9961946980917455,0,24.094459621940366,1.130043443944487,0.3145930781934028,0.3145930781934028,53.81875204461314,-0.9256475851422156,Normal
L00041,XAU,SHORT,1039,2025-04-21T13:30:03+00:00,13,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,1040.0,1.0,1043.0,loss,-11.916400203887406,-1.0135233977956346,1034,5.031988253363879,3.5726351217140375,3.5517304211063916,1.4084808781003335,1.4167708853861651,0.9027777777777778,13.5,-0.38268343236508967,-0.9238795325112868,0,30.848946366116447,5.114577116112287,1.0164127693845861,1.0164127693845861,49.6085890888686,-0.08783804288583756,Expansion
L00044,XAU,SHORT,1142,2025-04-21T23:05:03+00:00,23,Post-NY / transicion,Monday,sub1,FILLED_CLOSED,True,1143.0,1.0,1144.0,loss,-5.588051997335697,-1.0294765046610432,1134,2.695019027741597,3.520930581057738,3.553455374915435,0.7654280496867889,0.7584220831268305,0.14583333333333334,23.083333333333332,-0.23768589232617435,0.9713420698132611,0,23.966345772929607,0.0013831226647198491,0.0005132144339177057,0.0005132144339177057,56.7635414264622,0.998879774980988,Compression
L00045,XAU,SHORT,1150,2025-04-21T23:45:03+00:00,23,Post-NY / transicion,Monday,sub1,FILLED_CLOSED,True,1152.0,2.0,1153.0,win,7.139874303127272,0.9781488120246932,1148,3.5846372908130526,3.578923956636564,3.5851310967414247,1.0015963832273929,0.9998622627973575,0.5902777777777778,23.75,-0.0654031292301428,0.9978589232386035,0,28.400950183700097,0.8363959768730638,0.23332792386460832,0.23332792386460832,55.50236206537229,-1.4509138799982613,Normal
L00046,XAU,LONG,1157,2025-04-22T00:20:03+00:00,0,Asia,Tuesday,sub1,FILLED_CLOSED,True,1158.0,1.0,1172.0,win,16.835653246267157,0.9905858281713886,1153,5.7018001711091655,3.8026340445991025,3.7102617018187183,1.4994343668719468,1.536764958739763,0.9375,0.3333333333333333,0.08715574274765817,0.9961946980917455,1,27.967445075680647,2.1258339537330357,0.3728355764736489,0.3728355764736489,51.16778412321888,-1.6238731141289489,Expansion
L00047,XAU,SHORT,1178,2025-04-22T02:05:03+00:00,2,Asia,Tuesday,sub1,FILLED_CLOSED,True,1179.0,1.0,1181.0,loss,-10.529776563770156,-1.015331542341304,1174,5.833476396210361,4.043494738133228,3.8540140022687797,1.4426818319302472,1.5136105869818615,0.96875,2.0833333333333335,0.5187732581605214,0.8549118706729466,1,26.494882917497375,0.21642483622963482,0.037100490604578824,0.037100490604578824,57.746111049870045,-1.5095629778703288,Expansion
L00048,XAU,SHORT,1203,2025-04-22T04:10:03+00:00,4,Asia,Tuesday,sub1,FILLED_CLOSED,True,1204.0,1.0,1224.0,loss,-11.794083880924063,-1.0136655654249584,1197,5.431270723307099,4.249160465592951,3.988223200027364,1.278198544697509,1.3618271723783748,0.7638888888888888,4.166666666666667,0.8870108331782217,0.46174861323503386,1,54.61755531702194,1.582707039075558,0.2914063981903388,0.2914063981903388,63.1847591368203,0.9172807348049911,Expansion
L00051,XAU,SHORT,1298,2025-04-22T12:05:03+00:00,12,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,1299.0,1.0,1300.0,loss,-5.963489348211169,-1.027569620688486,1295,4.926415107092343,4.70457330837861,4.349960683033661,1.047154499286608,1.1325194561659033,0.4722222222222222,12.083333333333334,-0.021814885034560975,-0.9997620270799091,1,14.501419638466695,0.2919615317887292,0.05926450074586792,0.05926450074586792,48.49101558515723,0.3207200298093579,Normal
L00052,XAU,SHORT,1301,2025-04-22T12:20:03+00:00,12,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,1302.0,1.0,1305.0,win,8.80728224343693,0.982266897730546,1300,5.534126818615876,4.761279916906746,4.385136554010735,1.1623191484635973,1.2620192667784202,0.6631944444444444,12.333333333333334,-0.08715574274765794,-0.9961946980917455,1,13.20886313754003,2.7413098765637187,0.4953464144230326,0.4953464144230326,45.69983563217123,-0.42391511378244034,Expansion
L00053,XAU,LONG,1311,2025-04-22T13:10:03+00:00,13,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,1312.0,1.0,1317.0,loss,-20.980213809464203,-1.0076364424021895,1310,7.76244443048685,5.03541077925371,4.551432563574418,1.541571238332478,1.7054947694074365,1.0,13.166666666666666,-0.30070579950427306,-0.9537169507482269,1,26.19416848036809,2.0976072305356865,0.27022508815617086,0.27022508815617086,46.510802063736314,-1.2787209092300562,Expansion
L00054,XAU,LONG,1321,2025-04-22T14:00:03+00:00,14,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,1322.0,1.0,1345.0,loss,-21.171952539078575,-1.0075667614869424,1318,9.997654136917157,5.439527795153038,4.794779394046986,1.837963608867979,2.085112434855681,1.0,14.0,-0.4999999999999997,-0.8660254037844388,1,33.91498622552939,1.2253914609214007,0.12256789884304382,0.12256789884304382,46.16961962972491,-1.260895788888223,Expansion
L00055,XAU,LONG,1359,2025-04-22T17:10:03+00:00,17,Nueva York,Tuesday,sub1,FILLED_CLOSED,True,1370.0,11.0,1387.0,loss,-22.711402964528133,-1.0070725738865864,1353,9.304260265690873,6.09465906943503,5.252255709331185,1.5266252237720936,1.7714789188882933,0.9444444444444444,17.166666666666668,-0.9762960071199334,-0.21643961393810282,1,44.9475106545243,2.176976795472001,0.23397634344984147,0.23397634344984147,44.24708535113711,-0.1471368986793959,Expansion
L00056,XAU,LONG,1393,2025-04-22T20:00:03+00:00,20,Nueva York,Tuesday,sub1,FILLED_CLOSED,True,1401.0,8.0,1405.0,loss,-10.491090211946357,-1.0154380881091587,1388,5.747983797015706,5.961802463093446,5.269194346793892,0.9641352313496825,1.0908657792273575,0.5694444444444444,20.0,-0.8660254037844386,0.5000000000000001,1,38.652858176230644,1.5420785080536916,0.26828163796396276,0.26828163796396276,45.47696912248345,-0.5513237531472576,Normal
L00057,XAU,LONG,1418,2025-04-22T23:05:03+00:00,23,Post-NY / transicion,Tuesday,sub1,FILLED_CLOSED,True,1423.0,5.0,1435.0,win,18.698545201028473,0.9118597078905134,1411,8.64458240400406,6.390966365771586,5.570720833124032,1.3526252383837094,1.5517888372008444,0.8611111111111112,23.083333333333332,-0.23768589232617435,0.9713420698132611,1,50.0276838565914,3.800688038972112,0.4396612654431615,0.4396612654431615,43.48341984033737,1.316431432792987,Expansion
L00058,XAU,SHORT,1447,2025-04-23T01:30:03+00:00,1,Asia,Wednesday,sub1,FILLED_CLOSED,True,1448.0,1.0,1449.0,loss,-17.01243647269257,-1.0094642260272086,1441,7.469332540818007,6.43748350002277,5.673962776299685,1.1602876404718687,1.3164225489842187,0.7291666666666666,1.5,0.3826834323650898,0.9238795325112867,2,30.238165619402672,1.7482916073076922,0.2340626284549151,0.2340626284549151,55.573063370720185,-0.6825241709537874,Expansion
L00059,XAU,SHORT,1454,2025-04-23T02:05:03+00:00,2,Asia,Wednesday,sub1,FILLED_CLOSED,True,1455.0,1.0,1461.0,win,12.312691442687537,0.987211549731842,1450,7.723194162971491,6.5227544823754595,5.740431935497152,1.1840387651933904,1.3454029678870536,0.7291666666666666,2.0833333333333335,0.5187732581605214,0.8549118706729466,2,28.26934239340932,1.1822743973129946,0.1530810144566035,0.1530810144566035,56.11694073517284,0.059690328932876506,Expansion
L00060,XAU,LONG,1519,2025-04-23T07:30:03+00:00,7,Asia/Londres (overlap),Wednesday,sub1,FILLED_CLOSED,True,1520.0,1.0,1539.0,win,18.74303500751239,0.9915882073048504,1512,6.763116266705204,6.479940041374411,5.868523619638817,1.0437004391279414,1.152439132062562,0.5243055555555556,7.5,0.9238795325112868,-0.3826834323650895,2,42.24661589000876,0.16563551248827935,0.024491004731606102,0.024491004731606102,42.84948489836869,-0.31716148524014126,Normal
L00062,XAU,LONG,1577,2025-04-23T12:20:03+00:00,12,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,1579.0,2.0,1584.0,loss,-12.90581774497059,-1.0125531372879537,1575,5.658600575002067,6.0904410546495305,5.743599162548772,0.9290953683366182,0.9852011630440822,0.2986111111111111,12.333333333333334,-0.08715574274765794,-0.9961946980917455,2,17.436476102734343,2.7747330950292053,0.4903567690017053,0.4903567690017053,52.06161941344029,-1.2163784859469953,Normal
L00063,XAU,LONG,1605,2025-04-23T14:40:03+00:00,14,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,1611.0,6.0,1630.0,win,21.33537922806954,0.9926027172819202,1599,9.405240345333713,6.6095551579581455,6.071624788077282,1.422976300305091,1.5490483476190064,0.9097222222222222,14.666666666666666,-0.6427876096865389,-0.7660444431189783,2,39.73326713250673,7.462022451930807,0.7933898739369262,0.7933898739369262,48.042234535367996,1.4069815883615457,Expansion
L00064,XAU,SHORT,1727,2025-04-24T01:50:03+00:00,1,Asia,Thursday,sub1,FILLED_CLOSED,True,1728.0,1.0,1737.0,win,15.397041037806503,0.9897788904250618,1724,6.377232701587872,5.74036760869884,5.699633778430678,1.1109450014880473,1.1188846423293817,0.6215277777777778,1.8333333333333335,0.46174861323503397,0.8870108331782217,3,56.400607799756145,0.3016619221939436,0.04730295040336737,0.04730295040336737,62.04244069831335,-1.9127418695201652,Normal
L00065,XAU,SHORT,1848,2025-04-24T11:55:03+00:00,11,Londres,Thursday,sub1,FILLED_CLOSED,True,1849.0,1.0,1857.0,loss,-6.930001893009376,-1.0236336713827312,1843,3.7780037244128324,5.037295153287494,5.279034356069317,0.750006423972832,0.7156618937456343,0.10069444444444445,11.916666666666666,0.021814885034561218,-0.9997620270799091,3,12.96313547150699,0.43475762699063125,0.11507601863420613,0.11507601863420613,52.80899782356204,-0.4698248412330395,Compression
L00067,XAU,LONG,1878,2025-04-24T14:25:03+00:00,14,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,1880.0,2.0,1882.0,win,10.505506617973424,0.9850445474894544,1874,5.637297540202354,5.1061292912446365,5.292692935427505,1.1040256167951916,1.065109502663225,0.7083333333333334,14.416666666666666,-0.5913096483635824,-0.8064446042674825,3,33.4061897212102,0.9222643820266967,0.16360044426421946,0.16360044426421946,43.303352091748344,-0.9449563309387702,Normal
L00068,XAU,SHORT,1946,2025-04-24T20:05:03+00:00,20,Nueva York,Thursday,sub1,FILLED_CLOSED,True,1947.0,1.0,1954.0,loss,-7.169215640956281,-1.022827090532775,1944,2.693669109698216,4.43923894129344,4.859310834239372,0.6067862409121358,0.5543315094639045,0.059027777777777776,20.083333333333332,-0.8549118706729468,0.5187732581605211,3,29.457279727338808,1.8926655990435393,0.7026347787964139,0.7026347787964139,50.54570113026202,-0.4907803988397914,Compression
L00071,XAU,LONG,2003,2025-04-25T02:10:03+00:00,2,Asia,Friday,sub1,FILLED_CLOSED,True,2004.0,1.0,2021.0,loss,-7.631736079035363,-1.0213456853226643,2000,4.591610988746771,4.469554627162532,4.799601467515583,1.0273083946311952,0.9566650522597506,0.5694444444444444,2.1666666666666665,0.5372996083468238,0.8433914458128857,4,13.96175653446724,2.2634801609642636,0.49295991461638505,0.49295991461638505,51.153403030552376,0.8232404725190917,Normal
L00072,XAU,LONG,2055,2025-04-25T06:30:03+00:00,6,Asia,Friday,sub1,FILLED_CLOSED,True,2056.0,1.0,2064.0,win,13.158404107315619,0.98798654863521,2047,6.434204856342133,4.694209089997617,4.868966167863697,1.3706685690784597,1.321472492211873,0.9861111111111112,6.5,0.9914448613738104,-0.1305261922200516,4,56.845083676697485,0.23407637268428516,0.036380000001640975,0.036380000001640975,38.84375867394142,-1.3928683030920648,Expansion
L00073,XAU,LONG,2114,2025-04-25T11:25:03+00:00,11,Londres,Friday,sub1,FILLED_CLOSED,True,2115.0,1.0,2116.0,loss,-4.521930892887667,-1.036562183772306,2113,3.657198578183443,4.464393477479827,4.702276689831229,0.8191927070568051,0.7777506130364916,0.1875,11.416666666666666,0.15212338618991708,-0.9883615104677607,4,16.203985621362442,0.019343427112289646,0.005289137764539344,0.005289137764539344,47.58393009145985,-1.5036099031656054,Compression
L00075,XAU,LONG,2121,2025-04-25T12:00:03+00:00,12,Londres/NY (overlap),Friday,sub1,FILLED_CLOSED,True,2122.0,1.0,2133.0,loss,-8.234405203133974,-1.019752553867486,2118,4.053638411189879,4.468304630833605,4.698661201746194,0.907198310342962,0.8627220046602634,0.4270833333333333,12.0,1.2246467991473532e-16,-1.0,4,20.499171719111644,2.6406112368658796,0.651417558501665,0.651417558501665,51.587655151066244,0.017021745158494826,Normal
L00076,XAU,LONG,2142,2025-04-25T13:45:03+00:00,13,Londres/NY (overlap),Friday,sub1,FILLED_CLOSED,True,2144.0,2.0,2194.0,win,14.970843596800023,0.9894909686949254,2139,6.797113332407689,4.774450340497182,4.8553934023835765,1.4236431102349425,1.3999099082416055,0.9965277777777778,13.75,-0.44228869021900147,-0.8968727415326883,4,29.810162971250012,1.898759283199979,0.2793478923099545,0.2793478923099545,45.25875813392345,-1.5764044934946897,Expansion
L00077,XAU,SHORT,2234,2025-04-27T22:30:03+00:00,22,Post-NY / transicion,Sunday,sub1,FILLED_CLOSED,True,2241.0,7.0,2244.0,win,14.497507895229319,0.98911783352101,2230,4.527067413940877,4.306901498595822,4.541771511299725,1.05111932915504,0.9967624753199792,0.6319444444444444,22.5,-0.38268343236508956,0.9238795325112868,6,52.78114907825975,5.468203024771356,1.2078907877387244,1.2078907877387244,50.23610735032239,-0.07068593655458714,Normal
L00078,XAU,LONG,2252,2025-04-28T00:00:03+00:00,0,Asia,Monday,sub1,FILLED_CLOSED,True,2254.0,2.0,2262.0,win,7.975550450041283,0.9803934836078432,2251,4.753545974408867,4.355269093992805,4.554811219526374,1.0914471349119168,1.0436318313326625,0.6944444444444444,0.0,0.0,1.0,0,22.179694077110675,1.4588937899588927,0.3069064226606781,0.3069064226606781,50.23914969502007,-0.16387766189573244,Normal
L00079,XAU,LONG,2284,2025-04-28T02:40:03+00:00,2,Asia,Monday,sub1,FILLED_CLOSED,True,2285.0,1.0,2291.0,win,11.79264686340548,0.9866551171247648,2278,5.789135658660149,4.617170353919689,4.684413007651468,1.2538276075834054,1.235829473021324,0.8576388888888888,2.6666666666666665,0.6427876096865393,0.766044443118978,0,37.387896174858135,0.22057721659484741,0.03810192567605133,0.03810192567605133,37.433140017576804,-1.2889661669679144,Expansion
L00080,XAU,SHORT,2406,2025-04-28T12:50:03+00:00,12,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,2407.0,1.0,2408.0,win,5.2295440736465935,0.9704929573134101,2402,3.4519412405738232,4.051186732648815,4.301735629686359,0.8520814932460092,0.8024531346724125,0.2638888888888889,12.833333333333334,-0.21643961393810293,-0.9762960071199334,0,32.94263554937947,0.6155472863542855,0.17831916694270317,0.17831916694270317,56.43724495068658,-0.40701735692528457,Compression
