trade_id,limit_created_bar,direction,direction_sign,sub_periodo,pnl_r,pnl_usd,outcome,closed_ema200_slope,momentum_roc_atr_10,B0_state,B0_alignment,B1_state,B1_alignment,state_changed,alignment_changed
L00103,2842,LONG,1,sub1,-1.0346422854727804,-4.763699688991892,loss,,-0.6347408002089981,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00105,2919,LONG,1,sub1,-1.0218908006859422,-7.422325004907179,loss,,0.5335621800621166,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00106,2930,LONG,1,sub1,-1.0251277756851964,-6.527455759091026,loss,,-1.5739156815184996,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00107,2937,LONG,1,sub1,-1.020800570409806,-7.852096747713404,loss,,0.7621549324147483,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00108,2950,LONG,1,sub1,0.981211729355432,8.303726719642327,win,,-0.5322433951686767,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00109,2972,SHORT,-1,sub1,0.9873814734310684,12.44152028508097,win,,0.3353169236041693,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00110,3069,LONG,1,sub1,-1.0213740586932332,-7.621816927680356,loss,,1.2114183119504829,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00111,3097,LONG,1,sub1,-1.0119466436818776,-13.510530150978866,loss,,-0.5214138766538333,-1.0,AGAINST,0.0,NEUTRAL_MIXED,True,True
L00112,3107,LONG,1,sub1,-1.0180643266366298,-8.960878043836601,loss,,-0.6160161063825838,-1.0,AGAINST,0.0,NEUTRAL_MIXED,True,True
L00113,3137,LONG,1,sub1,0.978239815309608,7.170401021942325,win,,0.0847233519788664,-1.0,AGAINST,0.0,NEUTRAL_MIXED,True,True
L00115,3217,SHORT,-1,sub1,0.9585314074334264,3.6752270658066655,win,,-0.2573621716712854,-1.0,ALIGNED,0.0,NEUTRAL_MIXED,True,True
L00117,3237,SHORT,-1,sub1,-1.0147643981614192,-10.962513997315456,loss,,-2.6327687068347583,-1.0,ALIGNED,0.0,NEUTRAL_MIXED,True,True
L00119,3338,SHORT,-1,sub1,-1.0200498233973698,-8.089244414048153,loss,,1.6220571248168365,-1.0,ALIGNED,-1.0,ALIGNED,False,False
L00120,3363,SHORT,-1,sub1,0.9641272998520816,4.286778070568289,win,,-0.8676982142894878,-1.0,ALIGNED,-1.0,ALIGNED,False,False
L00121,3370,LONG,1,sub1,0.981052435260144,8.23257971922385,win,,-2.1217126770154344,-1.0,AGAINST,-1.0,AGAINST,False,False
L00122,3410,SHORT,-1,sub1,0.9634694411730056,4.219894672775354,win,,1.3333914851839492,-1.0,ALIGNED,-1.0,ALIGNED,False,False
L00124,3453,SHORT,-1,sub1,-1.0280878892587455,-5.8381039894429705,loss,,-0.942440651019212,-1.0,ALIGNED,-1.0,ALIGNED,False,False
L00126,3498,SHORT,-1,sub1,0.9684168519918566,4.905992786995284,win,,-1.4281456454140096,-1.0,ALIGNED,-1.0,ALIGNED,False,False
L00127,3516,LONG,1,sub1,-1.0121947666445017,-13.238881069720264,loss,,0.3841690091862123,-1.0,AGAINST,-1.0,AGAINST,False,False
L00129,3617,SHORT,-1,sub1,-1.0431391664017138,-3.85683616348706,loss,,0.2783349620401099,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00130,3631,SHORT,-1,sub1,-1.0268780119584937,-6.093718655979956,loss,,-1.3887117152168194,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00131,3657,SHORT,-1,sub1,-1.0189826114111613,-8.561926649579163,loss,,0.7767339851444668,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00133,3769,SHORT,-1,sub1,-1.048400426743538,-3.4549254896323878,loss,,0.2528735404561719,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00134,3787,SHORT,-1,sub1,0.9633198947244532,4.1889062764153095,win,,-0.4562601203254108,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00135,3801,SHORT,-1,sub1,0.9862853453940618,11.434438155621592,win,,0.2736429906996155,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00136,3829,LONG,1,sub1,0.9679182298312116,4.812170801224511,win,,-1.1244943591844871,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00137,3870,SHORT,-1,sub1,-1.0212302127170778,-7.672378091487189,loss,,-0.9728651990679476,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00138,3884,SHORT,-1,sub1,0.973722304633295,5.928814021437574,win,0.0360875112804344,0.0436488952785408,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00141,4044,SHORT,-1,sub1,0.9576654974502786,3.596801779244288,win,0.0360875112804344,-1.0445236950846872,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00142,4050,LONG,1,sub1,-1.0294445719011718,-5.5939387421517495,loss,0.0360875112804344,-1.1597446374040572,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00144,4070,SHORT,-1,sub1,-1.0236968275689171,-6.868758913391503,loss,0.0360875112804344,-0.0800510893888188,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00145,4078,SHORT,-1,sub1,0.966229505855027,4.563557924916495,win,0.0360875112804344,0.9356897886542698,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00146,4097,SHORT,-1,sub1,-1.027422200507219,-5.957221771363038,loss,0.0360875112804344,-0.8955435601890532,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00147,4123,SHORT,-1,sub1,-1.0316628547231574,-5.213239873624843,loss,0.0360875112804344,-0.2866935491456993,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00148,4151,SHORT,-1,sub1,-1.0386017906408,-4.291432673381223,loss,0.0360875112804344,-1.805434086654219,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00149,4173,LONG,1,sub1,-1.0963556702735853,-20.56498836888301,loss,0.0479004538228143,-1.290716276174538,0.0,NEUTRAL_MIXED,1.0,ALIGNED,True,True
L00150,4197,LONG,1,sub1,-1.0087174276451685,-18.39832546062144,loss,0.0479004538228143,-0.669972906683605,1.0,ALIGNED,1.0,ALIGNED,False,False
L00151,4203,LONG,1,sub1,0.9877235629561196,12.832868993515604,win,0.0479004538228143,0.0409406237234939,1.0,ALIGNED,1.0,ALIGNED,False,False
L00152,4323,LONG,1,sub1,0.9527495623340132,3.216130107963636,win,0.0479004538228143,-0.2934879775368887,1.0,ALIGNED,1.0,ALIGNED,False,False
L00153,4332,SHORT,-1,sub1,0.9728475929047002,5.714748991625129,win,0.0479004538228143,-0.0830271412994209,1.0,AGAINST,1.0,AGAINST,False,False
L00155,4351,SHORT,-1,sub1,0.9755567028479464,6.345850757676999,win,0.0479004538228143,-0.5415448643629555,1.0,AGAINST,1.0,AGAINST,False,False
L00156,4358,LONG,1,sub1,-1.013669620340959,-11.827709944487651,loss,0.0479004538228143,-1.781927970939689,1.0,ALIGNED,1.0,ALIGNED,False,False
L00157,4435,LONG,1,sub1,0.9285388002404203,2.065983634960048,win,0.0568806277997578,0.2340641153128884,1.0,ALIGNED,0.0,NEUTRAL_MIXED,True,True
L00158,4436,SHORT,-1,sub1,-1.032071187623754,-5.1328113058029885,loss,0.0568806277997578,-0.1807752544232032,1.0,AGAINST,0.0,NEUTRAL_MIXED,True,True
L00159,4470,SHORT,-1,sub1,-1.0286300612983652,-5.712603198492616,loss,0.0568806277997578,-1.61392610778171,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00160,4492,SHORT,-1,sub1,0.9832825960920416,9.38145509553533,win,0.0568806277997578,1.2317227071937409,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00161,4545,LONG,1,sub1,0.9906976003614866,16.986613497360395,win,0.0568806277997578,0.201520730384639,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00162,4625,SHORT,-1,sub1,0.9822073097559224,8.777254035703209,win,0.0568806277997578,0.0227485163467252,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00163,4628,LONG,1,sub1,-1.0086402400137058,-18.561266574473848,loss,0.0568806277997578,-0.5026103454119472,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00164,4674,LONG,1,sub1,-1.0195163914269754,-8.30599790146016,loss,0.0568806277997578,1.6292235565239035,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00166,4725,SHORT,-1,sub1,0.9751310908375576,6.254130728952077,win,0.062130190570698,-0.5121050643192337,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00167,4765,LONG,1,sub1,0.9885222328951356,13.693868641346398,win,0.062130190570698,-0.5742167714438907,-1.0,AGAINST,0.0,NEUTRAL_MIXED,True,True
L00168,4801,SHORT,-1,sub1,-1.015763781428836,-10.309848925662664,loss,0.062130190570698,0.2933122691868832,-1.0,ALIGNED,0.0,NEUTRAL_MIXED,True,True
L00169,4824,SHORT,-1,sub1,-1.0208125010702933,-7.823163269543784,loss,0.062130190570698,-0.3839233845083133,-1.0,ALIGNED,0.0,NEUTRAL_MIXED,True,True
L00170,4873,SHORT,-1,sub1,-1.0155276916511344,-10.398770570664963,loss,0.062130190570698,-0.4293142236362773,-1.0,ALIGNED,0.0,NEUTRAL_MIXED,True,True
L00174,5003,LONG,1,sub1,-1.0500507832080164,-14.870416553609044,loss,0.0720779865228172,1.603154118430695,0.0,NEUTRAL_MIXED,-1.0,AGAINST,True,True
L00175,5030,LONG,1,sub1,0.9870835523021134,12.150886101708238,win,0.0720779865228172,-1.0282633028118953,0.0,NEUTRAL_MIXED,-1.0,AGAINST,True,True
L00176,5113,LONG,1,sub1,-1.0120342053068945,-13.37133899080618,loss,0.0720779865228172,2.010995883366423,0.0,NEUTRAL_MIXED,-1.0,AGAINST,True,True
L00178,5149,SHORT,-1,sub1,-1.0294288624131247,-5.579349322093094,loss,0.0720779865228172,-0.1717535805812658,0.0,NEUTRAL_MIXED,-1.0,ALIGNED,True,True
L00179,5156,SHORT,-1,sub1,-1.0195287877825825,-8.300826403657084,loss,0.0720779865228172,0.3099175428849035,0.0,NEUTRAL_MIXED,-1.0,ALIGNED,True,True
L00180,5172,SHORT,-1,sub1,-1.0129242797230156,-12.46142639491154,loss,0.0720779865228172,-0.5937394868701585,0.0,NEUTRAL_MIXED,-1.0,ALIGNED,True,True
L00181,5178,SHORT,-1,sub1,0.9848639101332582,10.410761762680975,win,0.0720779865228172,1.095737816197896,0.0,NEUTRAL_MIXED,-1.0,ALIGNED,True,True
L00182,5263,SHORT,-1,sub1,-1.023757776329702,-6.873091280019708,loss,0.0584830482407189,1.132605923325208,0.0,NEUTRAL_MIXED,-1.0,ALIGNED,True,True
L00183,5290,SHORT,-1,sub1,0.9678575810617416,4.802789873271195,win,0.0584830482407189,-0.275287947355355,-1.0,ALIGNED,-1.0,ALIGNED,False,False
L00184,5312,LONG,1,sub1,0.987027678347168,12.097865367267786,win,0.0584830482407189,-1.316867842494707,-1.0,AGAINST,-1.0,AGAINST,False,False
L00185,5355,SHORT,-1,sub1,-1.020269740032398,-8.028372503782066,loss,0.0584830482407189,0.280603609110011,-1.0,ALIGNED,-1.0,ALIGNED,False,False
L00186,5374,SHORT,-1,sub1,0.9778161805040124,7.03042507257851,win,0.0584830482407189,-0.8902372440245565,-1.0,ALIGNED,-1.0,ALIGNED,False,False
L00187,5426,SHORT,-1,sub1,0.9538261923273154,3.2845106830864097,win,0.0584830482407189,-0.3472285357608142,-1.0,ALIGNED,-1.0,ALIGNED,False,False
L00188,5438,LONG,1,sub1,-1.0201997171694208,-8.05565016200353,loss,0.0584830482407189,-1.224127258462312,-1.0,AGAINST,-1.0,AGAINST,False,False
L00189,5447,LONG,1,sub1,-1.021234207226842,-7.646917881796526,loss,0.0584830482407189,0.650939498191151,-1.0,AGAINST,-1.0,AGAINST,False,False
L00190,5457,LONG,1,sub1,0.9849100314333996,10.41043586804335,win,0.0584830482407189,-1.1540247253567992,-1.0,AGAINST,-1.0,AGAINST,False,False
L00191,5539,SHORT,-1,sub1,-1.083133819925547,-2.084607820777819,loss,0.0391043306546371,-0.5537587236473537,-1.0,ALIGNED,0.0,NEUTRAL_MIXED,True,True
L00192,5557,SHORT,-1,sub1,0.9530621761751852,3.23861237510846,win,0.0391043306546371,-0.2323502298993209,-1.0,ALIGNED,0.0,NEUTRAL_MIXED,True,True
L00194,5616,LONG,1,sub1,-1.029163451164331,-5.611029634754232,loss,0.0391043306546371,-0.0137880011027179,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00195,5623,LONG,1,sub1,0.9669081865367668,4.660423216869731,win,0.0391043306546371,0.6529203400963037,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00197,5727,LONG,1,sub1,-1.0098799222344097,-16.252244078974854,loss,0.0391043306546371,0.9617579662721408,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00198,5763,LONG,1,sub1,-1.017744870880093,-9.119335697794211,loss,0.0391043306546371,0.2198961653666574,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00199,5794,LONG,1,sub1,0.9751681659933512,6.283342040584557,win,0.0391043306546371,-0.8116332214144656,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00200,5824,SHORT,-1,sub1,-1.072427623934301,-2.3691018772751704,loss,0.0173477983637261,-0.4655145613627072,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00201,5829,SHORT,-1,sub1,-1.0493097776869442,-3.404792564583204,loss,0.0173477983637261,0.2854068850827052,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00203,5853,SHORT,-1,sub1,0.9782383116728508,7.147418399591516,win,0.0173477983637261,-1.2485204364942313,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00206,5991,SHORT,-1,sub1,-1.026194513851676,-6.268149244755477,loss,0.0173477983637261,-0.5306151559016594,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00207,6002,SHORT,-1,sub1,-1.0184753178655357,-8.765076558836881,loss,0.0173477983637261,-0.4686383539459602,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00208,6048,SHORT,-1,sub1,-1.0246290129035691,-6.635602011243464,loss,0.0173477983637261,0.1011288063954366,0.0,NEUTRAL_MIXED,0.0,NEUTRAL_MIXED,False,False
L00209,6102,SHORT,-1,sub1,0.9723447088279776,5.607931592299337,win,0.009381110582778,0.5498050629968694,0.0,NEUTRAL_MIXED,-1.0,ALIGNED,True,True
L00210,6124,LONG,1,sub1,0.9739435812486572,5.943143257559768,win,0.009381110582778,0.3370197020744754,0.0,NEUTRAL_MIXED,-1.0,AGAINST,True,True
