trade_id,asset,direction,limit_created_bar,entry_time_utc,hour_utc,session_utc,weekday,sub_periodo,fate,filled,fill_bar,exit_bar,outcome,pnl_usd,pnl_r,n_d1_closed_days,momentum_roc_atr_10,div_alignment,legacy_aligned_with_d1,closed_dist_ema20_atr,forming_dist_ema20_atr,closed_ema20_slope,forming_ema20_slope,closed_dist_ema50_atr,forming_dist_ema50_atr,closed_ema50_slope,forming_ema50_slope,closed_dist_ema200_atr,forming_dist_ema200_atr,closed_ema200_slope,forming_ema200_slope,closed_ret_1d,forming_ret_1d,closed_ret_3d,forming_ret_3d,closed_ret_5d,forming_ret_5d,closed_ret_10d,forming_ret_10d,closed_rsi14,closed_rsi14_delta,forming_rsi14,forming_rsi14_delta,closed_atr14,closed_atr14_pct,closed_swing_high_type,closed_swing_high_age_days,closed_swing_low_type,closed_swing_low_age_days,aligned_closed_dist_ema20_atr,aligned_forming_dist_ema20_atr,aligned_closed_ema20_slope,aligned_forming_ema20_slope,aligned_closed_dist_ema50_atr,aligned_forming_dist_ema50_atr,aligned_closed_ema50_slope,aligned_forming_ema50_slope,aligned_closed_dist_ema200_atr,aligned_forming_dist_ema200_atr,aligned_closed_ema200_slope,aligned_forming_ema200_slope,aligned_closed_ret_1d,aligned_forming_ret_1d,aligned_closed_ret_3d,aligned_forming_ret_3d,aligned_closed_ret_5d,aligned_forming_ret_5d,aligned_closed_ret_10d,aligned_forming_ret_10d,aligned_closed_rsi14_delta,aligned_forming_rsi14_delta
L00060,XAU,LONG,1519,2025-04-23T07:30:03+00:00,7,Asia/Londres (overlap),Wednesday,sub1,FILLED_CLOSED,True,1520.0,1539.0,win,18.74303500751239,0.9915882073048504,6,-0.31716148524014126,ALIGNED,,,,,,,,,,,,,,-0.012700025548377706,-0.02090271454338595,0.011723123525296838,-0.005100263818147814,0.053265723391901665,0.025045142002249075,,,,,,,,,,,,,,,,,,,,,,,,,-0.012700025548377706,-0.02090271454338595,0.011723123525296838,-0.005100263818147814,0.053265723391901665,0.025045142002249075,,,,
L00061,XAU,SHORT,1571,2025-04-23T11:50:03+00:00,11,Londres,Wednesday,sub1,EXPIRED,False,,,,,,6,0.04528760684934421,NONE,,,,,,,,,,,,,,-0.012700025548377706,-0.016731043754633856,0.011723123525296838,-0.0008612630275048181,0.053265723391901665,0.029412584277455453,,,,,,,,,,,,,,,,,,,,,,,,,0.012700025548377706,0.016731043754633856,-0.011723123525296838,0.0008612630275048181,-0.053265723391901665,-0.029412584277455453,,,,
L00062,XAU,LONG,1577,2025-04-23T12:20:03+00:00,12,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,1579.0,1584.0,loss,-12.90581774497059,-1.0125531372879537,6,-1.2163784859469953,NONE,,,,,,,,,,,,,,-0.012700025548377706,-0.015443403416180144,0.011723123525296838,0.0004471595899956107,0.053265723391901665,0.030760652026374357,,,,,,,,,,,,,,,,,,,,,,,,,-0.012700025548377706,-0.015443403416180144,0.011723123525296838,0.0004471595899956107,0.053265723391901665,0.030760652026374357,,,,
L00063,XAU,LONG,1605,2025-04-23T14:40:03+00:00,14,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,1611.0,1630.0,win,21.33537922806954,0.9926027172819202,6,1.4069815883615457,NONE,,,,,,,,,,,,,,-0.012700025548377706,-0.027358956212835052,0.011723123525296838,-0.011660708044755592,0.053265723391901665,0.01828591668606925,,,,,,,,,,,,,,,,,,,,,,,,,-0.012700025548377706,-0.027358956212835052,0.011723123525296838,-0.011660708044755592,0.053265723391901665,0.01828591668606925,,,,
L00064,XAU,SHORT,1727,2025-04-24T01:50:03+00:00,1,Asia,Thursday,sub1,FILLED_CLOSED,True,1728.0,1737.0,win,15.397041037806503,0.9897788904250618,7,-1.9127418695201652,NONE,True,,,,,,,,,,,,,-0.02750445897960557,0.01930284128092405,-0.011808559199512098,-0.021321654074966206,0.018133585649673357,0.0028882190702047717,,,,,,,,,,,,,,,,,,,,,,,,,0.02750445897960557,-0.01930284128092405,0.011808559199512098,0.021321654074966206,-0.018133585649673357,-0.0028882190702047717,,,,
L00065,XAU,SHORT,1848,2025-04-24T11:55:03+00:00,11,Londres,Thursday,sub1,FILLED_CLOSED,True,1849.0,1857.0,loss,-6.930001893009376,-1.0236336713827312,7,-0.4698248412330395,NONE,True,,,,,,,,,,,,,-0.02750445897960557,0.014761389816736198,-0.011808559199512098,-0.02568210518632069,0.018133585649673357,-0.0015800978876774952,,,,,,,,,,,,,,,,,,,,,,,,,0.02750445897960557,-0.014761389816736198,0.011808559199512098,0.02568210518632069,-0.018133585649673357,0.0015800978876774952,,,,
L00066,XAU,SHORT,1860,2025-04-24T12:55:03+00:00,12,Londres/NY (overlap),Thursday,sub1,EXPIRED,False,,,,,,7,0.26427271953146975,NONE,True,,,,,,,,,,,,,-0.02750445897960557,0.01445303091860529,-0.011808559199512098,-0.025978174385926554,0.018133585649673357,-0.0018834910439178268,,,,,,,,,,,,,,,,,,,,,,,,,0.02750445897960557,-0.01445303091860529,0.011808559199512098,0.025978174385926554,-0.018133585649673357,0.0018834910439178268,,,,
L00067,XAU,LONG,1878,2025-04-24T14:25:03+00:00,14,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,1880.0,1882.0,win,10.505506617973424,0.9850445474894544,7,-0.9449563309387702,NONE,False,,,,,,,,,,,,,-0.02750445897960557,0.009078645507691278,-0.011808559199512098,-0.03113836271396766,0.018133585649673357,-0.007171328568804077,,,,,,,,,,,,,,,,,,,,,,,,,-0.02750445897960557,0.009078645507691278,-0.011808559199512098,-0.03113836271396766,0.018133585649673357,-0.007171328568804077,,,,
L00068,XAU,SHORT,1946,2025-04-24T20:05:03+00:00,20,Nueva York,Thursday,sub1,FILLED_CLOSED,True,1947.0,1954.0,loss,-7.169215640956281,-1.022827090532775,7,-0.4907803988397914,NONE,True,,,,,,,,,,,,,-0.02750445897960557,0.015170710405379347,-0.011808559199512098,-0.02528909814226799,0.018133585649673357,-0.0011773689051336712,,,,,,,,,,,,,,,,,,,,,,,,,0.02750445897960557,-0.015170710405379347,0.011808559199512098,0.02528909814226799,-0.018133585649673357,0.0011773689051336712,,,,
L00069,XAU,SHORT,1968,2025-04-24T23:15:03+00:00,23,Post-NY / transicion,Thursday,sub1,EXPIRED,False,,,,,,8,0.9075044893964707,NONE,True,,,,,,,,,,,,,0.018548365515378924,0.0030704281700738066,-0.022046060075185257,-0.006424893512380573,0.002145893211593097,0.009611226590609522,,,,,,,,,,,,,,,,,,,,,,,,,-0.018548365515378924,-0.0030704281700738066,0.022046060075185257,0.006424893512380573,-0.002145893211593097,-0.009611226590609522,,,,
L00070,XAU,LONG,1978,2025-04-25T00:05:03+00:00,0,Asia,Friday,sub1,EXPIRED,False,,,,,,8,-1.1780553401713487,NONE,,,,,,,,,,,,,,0.018548365515378924,0.0014904295434664397,-0.022046060075185257,-0.007989935467156987,0.002145893211593097,0.008020925145544816,,,,,,,,,,,,,,,,,,,,,,,,,0.018548365515378924,0.0014904295434664397,-0.022046060075185257,-0.007989935467156987,0.002145893211593097,0.008020925145544816,,,,
L00071,XAU,LONG,2003,2025-04-25T02:10:03+00:00,2,Asia,Friday,sub1,FILLED_CLOSED,True,2004.0,2021.0,loss,-7.631736079035363,-1.0213456853226643,8,0.8232404725190917,OPPOSED,,,,,,,,,,,,,,0.018548365515378924,0.0009368926096549262,-0.022046060075185257,-0.008538232478524322,0.002145893211593097,0.007463778720913213,,,,,,,,,,,,,,,,,,,,,,,,,0.018548365515378924,0.0009368926096549262,-0.022046060075185257,-0.008538232478524322,0.002145893211593097,0.007463778720913213,,,,
L00072,XAU,LONG,2055,2025-04-25T06:30:03+00:00,6,Asia,Friday,sub1,FILLED_CLOSED,True,2056.0,2064.0,win,13.158404107315619,0.98798654863521,8,-1.3928683030920648,NONE,,,,,,,,,,,,,,0.018548365515378924,-0.014610807405571764,-0.022046060075185257,-0.023938753981733462,0.002145893211593097,-0.008185304376544385,,,,,,,,,,,,,,,,,,,,,,,,,0.018548365515378924,-0.014610807405571764,-0.022046060075185257,-0.023938753981733462,0.002145893211593097,-0.008185304376544385,,,,
L00073,XAU,LONG,2114,2025-04-25T11:25:03+00:00,11,Londres,Friday,sub1,FILLED_CLOSED,True,2115.0,2116.0,loss,-4.521930892887667,-1.036562183772306,8,-1.5036099031656054,NONE,,,,,,,,,,,,,,0.018548365515378924,-0.015155685994679513,-0.022046060075185257,-0.02447847461050646,0.002145893211593097,-0.008733735997338574,,,,,,,,,,,,,,,,,,,,,,,,,0.018548365515378924,-0.015155685994679513,-0.022046060075185257,-0.02447847461050646,0.002145893211593097,-0.008733735997338574,,,,
L00074,XAU,SHORT,2116,2025-04-25T11:35:03+00:00,11,Londres,Friday,sub1,EXPIRED,False,,,,,,8,1.7774797411036136,NONE,,,,,,,,,,,,,,0.018548365515378924,-0.016634471557337556,-0.022046060075185257,-0.025943261610129983,0.002145893211593097,-0.010222164390650285,,,,,,,,,,,,,,,,,,,,,,,,,-0.018548365515378924,0.016634471557337556,0.022046060075185257,0.025943261610129983,-0.002145893211593097,0.010222164390650285,,,,
L00075,XAU,LONG,2121,2025-04-25T12:00:03+00:00,12,Londres/NY (overlap),Friday,sub1,FILLED_CLOSED,True,2122.0,2133.0,loss,-8.234405203133974,-1.019752553867486,8,0.017021745158494826,NONE,,,,,,,,,,,,,,0.018548365515378924,-0.01518942368266271,-0.022046060075185257,-0.02451189292889085,0.002145893211593097,-0.00876769368125633,,,,,,,,,,,,,,,,,,,,,,,,,0.018548365515378924,-0.01518942368266271,-0.022046060075185257,-0.02451189292889085,0.002145893211593097,-0.00876769368125633,,,,
L00076,XAU,LONG,2142,2025-04-25T13:45:03+00:00,13,Londres/NY (overlap),Friday,sub1,FILLED_CLOSED,True,2144.0,2194.0,win,14.970843596800023,0.9894909686949254,8,-1.5764044934946897,NONE,,,,,,,,,,,,,,0.018548365515378924,-0.02012318734567996,-0.022046060075185257,-0.02939895232093182,0.002145893211593097,-0.0137336293161193,,,,,,,,,,,,,,,,,,,,,,,,,0.018548365515378924,-0.02012318734567996,-0.022046060075185257,-0.02939895232093182,0.002145893211593097,-0.0137336293161193,,,,
L00077,XAU,SHORT,2234,2025-04-27T22:30:03+00:00,22,Post-NY / transicion,Sunday,sub1,FILLED_CLOSED,True,2241.0,2244.0,win,14.497507895229319,0.98911783352101,9,-0.07068593655458714,NONE,,,,,,,,,,,,,,-0.009149183279243493,-0.0025446511703587954,-0.018528830988777004,0.00666134286346809,-0.002688066218084573,-0.033459323332968374,,,,,,,,,,,,,,,,,,,,,,,,,0.009149183279243493,0.0025446511703587954,0.018528830988777004,-0.00666134286346809,0.002688066218084573,0.033459323332968374,,,,
L00078,XAU,LONG,2252,2025-04-28T00:00:03+00:00,0,Asia,Monday,sub1,FILLED_CLOSED,True,2254.0,2262.0,win,7.975550450041283,0.9803934836078432,9,-0.16387766189573244,NONE,,,,,,,,,,,,,,-0.009149183279243493,-0.0032114733183757566,-0.018528830988777004,0.005988366293878804,-0.002688066218084573,-0.034105478302127755,,,,,,,,,,,,,,,,,,,,,,,,,-0.009149183279243493,-0.0032114733183757566,-0.018528830988777004,0.005988366293878804,-0.002688066218084573,-0.034105478302127755,,,,
L00079,XAU,LONG,2284,2025-04-28T02:40:03+00:00,2,Asia,Monday,sub1,FILLED_CLOSED,True,2285.0,2291.0,win,11.79264686340548,0.9866551171247648,9,-1.2889661669679144,NONE,,,,,,,,,,,,,,-0.009149183279243493,-0.011625545465338305,-0.018528830988777004,-0.002503363362340689,-0.002688066218084573,-0.042258768568195985,,,,,,,,,,,,,,,,,,,,,,,,,-0.009149183279243493,-0.011625545465338305,-0.018528830988777004,-0.002503363362340689,-0.002688066218084573,-0.042258768568195985,,,,
L00080,XAU,SHORT,2406,2025-04-28T12:50:03+00:00,12,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,2407.0,2408.0,win,5.2295440736465935,0.9704929573134101,9,-0.40701735692528457,NONE,,,,,,,,,,,,,,-0.009149183279243493,-0.006723664442319223,-0.018528830988777004,0.002443759472760902,-0.002688066218084573,-0.03750881419029897,,,,,,,,,,,,,,,,,,,,,,,,,0.009149183279243493,0.006723664442319223,0.018528830988777004,-0.002443759472760902,0.002688066218084573,0.03750881419029897,,,,
L00081,XAU,LONG,2411,2025-04-28T13:15:03+00:00,13,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,2415.0,2424.0,win,11.856680330149175,0.9867672911037172,9,-0.6432395366076078,NONE,,,,,,,,,,,,,,-0.009149183279243493,-0.005732320173464121,-0.018528830988777004,0.0034442533335604024,-0.002688066218084573,-0.03654819518960539,,,,,,,,,,,,,,,,,,,,,,,,,-0.009149183279243493,-0.005732320173464121,-0.018528830988777004,0.0034442533335604024,-0.002688066218084573,-0.03654819518960539,,,,
L00082,XAU,SHORT,2439,2025-04-28T15:35:03+00:00,15,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,2441.0,2446.0,loss,-11.034629310192031,-1.0146198436398195,9,1.256356184463546,NONE,,,,,,,,,,,,,,-0.009149183279243493,0.0011670140891414497,-0.018528830988777004,0.010407264862655596,-0.002688066218084573,-0.02986269571882181,,,,,,,,,,,,,,,,,,,,,,,,,0.009149183279243493,-0.0011670140891414497,0.018528830988777004,-0.010407264862655596,0.002688066218084573,0.02986269571882181,,,,
L00083,XAU,SHORT,2459,2025-04-28T17:15:03+00:00,17,Nueva York,Monday,sub1,FILLED_CLOSED,True,2460.0,2462.0,loss,-4.641262570073195,-1.035704223418722,9,0.031146159173719396,NONE,,,,,,,,,,,,,,-0.009149183279243493,0.004672274842816146,-0.018528830988777004,0.013944877349792044,-0.002688066218084573,-0.02646607540421184,,,,,,,,,,,,,,,,,,,,,,,,,0.009149183279243493,-0.004672274842816146,0.018528830988777004,-0.013944877349792044,0.002688066218084573,0.02646607540421184,,,,
L00084,XAU,SHORT,2466,2025-04-28T17:50:03+00:00,17,Nueva York,Monday,sub1,FILLED_CLOSED,True,2469.0,2472.0,loss,-3.804711642496841,-1.043899220485448,9,0.3819009736154551,NONE,,,,,,,,,,,,,,-0.009149183279243493,0.005158907363849891,-0.018528830988777004,0.014436001235868405,-0.002688066218084573,-0.025994525347640365,,,,,,,,,,,,,,,,,,,,,,,,,0.009149183279243493,-0.005158907363849891,0.018528830988777004,-0.014436001235868405,0.002688066218084573,0.025994525347640365,,,,
L00085,XAU,SHORT,2487,2025-04-28T19:35:03+00:00,19,Nueva York,Monday,sub1,FILLED_CLOSED,True,2488.0,2491.0,loss,-3.661962090738143,-1.0455393936800974,9,0.10870760144808041,NONE,,,,,,,,,,,,,,-0.009149183279243493,0.009004057581132055,-0.018528830988777004,0.018316640189564685,-0.002688066218084573,-0.02226854994707831,,,,,,,,,,,,,,,,,,,,,,,,,0.009149183279243493,-0.009004057581132055,0.018528830988777004,-0.018316640189564685,0.002688066218084573,0.02226854994707831,,,,
L00086,XAU,SHORT,2495,2025-04-28T20:15:03+00:00,20,Nueva York,Monday,sub1,FILLED_CLOSED,True,2497.0,2499.0,win,3.036879085410874,0.9500997861211877,9,0.2109868801333677,NONE,,,,,,,,,,,,,,-0.009149183279243493,0.009234567722674284,-0.018528830988777004,0.018549277819811312,-0.002688066218084573,-0.02204518413080768,,,,,,,,,,,,,,,,,,,,,,,,,0.009149183279243493,-0.009234567722674284,0.018528830988777004,-0.018549277819811312,0.002688066218084573,0.02204518413080768,,,,
L00087,XAU,LONG,2516,2025-04-28T23:00:03+00:00,23,Post-NY / transicion,Monday,sub1,FILLED_CLOSED,True,2517.0,2533.0,loss,-7.465569990761975,-1.1049021945350834,10,0.5819644704098839,NONE,,,,,,,,,,,,,,0.007675535732687771,-0.0008827225891761303,0.016975856775502517,-0.002425232207848057,-0.02355589620059124,-0.01186853056105218,,0.040765006964916146,,,,,,,,,,,,,,,,,,,,,,,0.007675535732687771,-0.0008827225891761303,0.016975856775502517,-0.002425232207848057,-0.02355589620059124,-0.01186853056105218,,0.040765006964916146,,
L00088,XAU,LONG,2544,2025-04-29T01:20:03+00:00,1,Asia,Tuesday,sub1,FILLED_CLOSED,True,2545.0,2547.0,win,7.466923541639062,0.9791500663320991,10,-0.39227730258950133,NONE,,,,,,,,,,,,,,0.007675535732687771,-0.003766522267365071,0.016975856775502517,-0.005304579667220948,-0.02355589620059124,-0.014720621379620517,,0.037760997465717365,,,,,,,,,,,,,,,,,,,,,,,0.007675535732687771,-0.003766522267365071,0.016975856775502517,-0.005304579667220948,-0.02355589620059124,-0.014720621379620517,,0.037760997465717365,,
L00089,XAU,LONG,2554,2025-04-29T02:10:03+00:00,2,Asia,Tuesday,sub1,FILLED_CLOSED,True,2555.0,2563.0,loss,-7.086932888968022,-1.023098246015155,10,-0.06160019667060843,NONE,,,,,,,,,,,,,,0.007675535732687771,-0.003846362013743884,0.016975856775502517,-0.005384296151216529,-0.02355589620059124,-0.014799583246953425,,0.037677829637400594,,,,,,,,,,,,,,,,,,,,,,,0.007675535732687771,-0.003846362013743884,0.016975856775502517,-0.005384296151216529,-0.02355589620059124,-0.014799583246953425,,0.037677829637400594,,
L00090,XAU,LONG,2576,2025-04-29T04:00:03+00:00,4,Asia,Tuesday,sub1,FILLED_CLOSED,True,2577.0,2587.0,loss,-8.55768096916654,-1.019052879073082,10,0.6353145225607613,NONE,,,,,,,,,,,,,,0.007675535732687771,-0.008325760518438002,0.016975856775502517,-0.00985677903605743,-0.02355589620059124,-0.019229728462854853,,0.033011709531843,,,,,,,,,,,,,,,,,,,,,,,0.007675535732687771,-0.008325760518438002,0.016975856775502517,-0.00985677903605743,-0.02355589620059124,-0.019229728462854853,,0.033011709531843,,
L00091,XAU,LONG,2594,2025-04-29T05:30:03+00:00,5,Asia,Tuesday,sub1,EXPIRED,False,,,,,,10,-0.7127650162727155,ALIGNED,,,,,,,,,,,,,,0.007675535732687771,-0.00977932234295871,0.016975856775502517,-0.011308096746552337,-0.02355589620059124,-0.0206673076280417,,0.03149755667248935,,,,,,,,,,,,,,,,,,,,,,,0.007675535732687771,-0.00977932234295871,0.016975856775502517,-0.011308096746552337,-0.02355589620059124,-0.0206673076280417,,0.03149755667248935,,
L00092,XAU,SHORT,2668,2025-04-29T11:40:03+00:00,11,Londres,Tuesday,sub1,FILLED_CLOSED,True,2669.0,2670.0,win,2.8908446118352913,0.9475555066360423,10,0.1736855909046326,NONE,,,,,,,,,,,,,,0.007675535732687771,-0.009441722816136321,0.016975856775502517,-0.010971018430331703,-0.02355589620059124,-0.020333420181529522,,0.03184922887537148,,,,,,,,,,,,,,,,,,,,,,,-0.007675535732687771,0.009441722816136321,-0.016975856775502517,0.010971018430331703,0.02355589620059124,0.020333420181529522,,-0.03184922887537148,,
L00093,XAU,LONG,2677,2025-04-29T12:25:03+00:00,12,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,2678.0,2691.0,win,9.562789222875836,0.9835943987734427,10,-0.4645775381090866,NONE,,,,,,,,,,,,,,0.007675535732687771,-0.009792479454721458,0.016975856775502517,-0.011321233545412979,-0.02355589620059124,-0.020680320070598383,,0.031483851112766796,,,,,,,,,,,,,,,,,,,,,,,0.007675535732687771,-0.009792479454721458,0.016975856775502517,-0.011321233545412979,-0.02355589620059124,-0.020680320070598383,,0.031483851112766796,,
L00094,XAU,SHORT,2692,2025-04-29T13:40:03+00:00,13,Londres/NY (overlap),Tuesday,sub1,EXPIRED,False,,,,,,10,0.08446602391600021,NONE,,,,,,,,,,,,,,0.007675535732687771,-0.00961007404164642,0.016975856775502517,-0.011139109743026223,-0.02355589620059124,-0.02049992029878927,,0.031673860008921056,,,,,,,,,,,,,,,,,,,,,,,-0.007675535732687771,0.00961007404164642,-0.016975856775502517,0.011139109743026223,0.02355589620059124,0.02049992029878927,,-0.031673860008921056,,
L00095,XAU,LONG,2700,2025-04-29T14:20:03+00:00,14,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,2710.0,2725.0,win,9.557765412555455,0.9835859171044489,10,-1.3132773367585748,NONE,,,,,,,,,,,,,,0.007675535732687771,-0.010180913276991,0.016975856775502517,-0.01170906767541354,-0.02355589620059124,-0.021064482863352454,,0.031079225610956423,,,,,,,,,,,,,,,,,,,,,,,0.007675535732687771,-0.010180913276991,0.016975856775502517,-0.01170906767541354,-0.02355589620059124,-0.021064482863352454,,0.031079225610956423,,
L00096,XAU,SHORT,2736,2025-04-29T17:20:03+00:00,17,Nueva York,Tuesday,sub1,FILLED_CLOSED,True,2737.0,2743.0,win,6.277260199748071,0.9751447051952133,10,-1.3863905721397343,NONE,,,,,,,,,,,,,,0.007675535732687771,-0.006175768846291817,0.016975856775502517,-0.007710106676778042,-0.02355589620059124,-0.01710337705415456,,0.03525132258651311,,,,,,,,,,,,,,,,,,,,,,,-0.007675535732687771,0.006175768846291817,-0.016975856775502517,0.007710106676778042,0.02355589620059124,0.01710337705415456,,-0.03525132258651311,,
L00097,XAU,LONG,2781,2025-04-29T22:05:03+00:00,22,Post-NY / transicion,Tuesday,sub1,EXPIRED,False,,,,,,11,0.1973967246180756,NONE,,,,,,,,,,,,,,-0.008032117705913996,0.0015207976998423487,-0.009563589570575869,0.0011019288727058812,-0.018939314403975335,0.01034157894352702,0.03331759270565192,0.028662694500725682,,,,,,,,,,,,,,,,,,,,,,,-0.008032117705913996,0.0015207976998423487,-0.009563589570575869,0.0011019288727058812,-0.018939314403975335,0.01034157894352702,0.03331759270565192,0.028662694500725682,,
L00098,XAU,SHORT,2784,2025-04-29T22:20:03+00:00,22,Post-NY / transicion,Tuesday,sub1,EXPIRED,False,,,,,,11,0.3289163952111989,NONE,,,,,,,,,,,,,,-0.008032117705913996,0.0006230899594795608,-0.009563589570575869,0.0002045965831466916,-0.018939314403975335,0.009435964743691109,0.03331759270565192,0.027740658268231487,,,,,,,,,,,,,,,,,,,,,,,0.008032117705913996,-0.0006230899594795608,0.009563589570575869,-0.0002045965831466916,0.018939314403975335,-0.009435964743691109,-0.03331759270565192,-0.027740658268231487,,
L00099,XAU,LONG,2789,2025-04-29T22:45:03+00:00,22,Post-NY / transicion,Tuesday,sub1,FILLED_CLOSED,True,2790.0,2792.0,loss,-2.994024947809976,-1.0564568071722473,11,0.643151515281619,NONE,,,,,,,,,,,,,,-0.008032117705913996,0.0004389061349792141,-0.009563589570575869,2.0489790359239132e-05,-0.018939314403975335,0.009250158740971124,0.03331759270565192,0.027551482936446957,,,,,,,,,,,,,,,,,,,,,,,-0.008032117705913996,0.0004389061349792141,-0.009563589570575869,2.0489790359239132e-05,-0.018939314403975335,0.009250158740971124,0.03331759270565192,0.027551482936446957,,
L00100,XAU,LONG,2798,2025-04-29T23:30:03+00:00,23,Post-NY / transicion,Tuesday,sub1,FILLED_CLOSED,True,2799.0,2804.0,win,3.7977424775039523,0.6775461092641676,11,-0.00040492723328295076,NONE,,,,,,,,,,,,,,-0.008032117705913996,-0.00018719828971304538,-0.009563589570575869,-0.0006053527769391069,-0.018939314403975335,0.008618539972314569,0.03331759270565192,0.02690841065475103,,,,,,,,,,,,,,,,,,,,,,,-0.008032117705913996,-0.00018719828971304538,-0.009563589570575869,-0.0006053527769391069,-0.018939314403975335,0.008618539972314569,0.03331759270565192,0.02690841065475103,,
L00101,XAU,SHORT,2808,2025-04-30T00:20:03+00:00,0,Asia,Wednesday,sub1,FILLED_CLOSED,True,2809.0,2816.0,win,8.396938817740192,0.9813017244358291,11,-0.9275007656599348,NONE,,,,,,,,,,,,,,-0.008032117705913996,0.0006652924724583024,-0.009563589570575869,0.00024678144565112034,-0.018939314403975335,0.009478538950533596,0.03331759270565192,0.027784004498100222,,,,,,,,,,,,,,,,,,,,,,,0.008032117705913996,-0.0006652924724583024,0.009563589570575869,-0.00024678144565112034,0.018939314403975335,-0.009478538950533596,-0.03331759270565192,-0.027784004498100222,,
L00102,XAU,LONG,2818,2025-04-30T01:10:03+00:00,1,Asia,Wednesday,sub1,FILLED_CLOSED,True,2819.0,2821.0,win,6.54257360721067,0.9762013953669273,11,-1.147307580380173,NONE,,,,,,,,,,,,,,-0.008032117705913996,-0.00047055801971344164,-0.009563589570575869,-0.0008885939966119737,-0.018939314403975335,0.008332684583514731,0.03331759270565192,0.026617371682774966,,,,,,,,,,,,,,,,,,,,,,,-0.008032117705913996,-0.00047055801971344164,-0.009563589570575869,-0.0008885939966119737,-0.018939314403975335,0.008332684583514731,0.03331759270565192,0.026617371682774966,,
L00103,XAU,LONG,2842,2025-04-30T03:10:03+00:00,3,Asia,Wednesday,sub1,FILLED_CLOSED,True,2844.0,2848.0,loss,-4.763699688991892,-1.0346422854727804,11,-0.6347408002089981,ALIGNED,,,,,,,,,,,,,,-0.008032117705913996,-0.0021493136967050412,-0.009563589570575869,-0.00256664756295037,-0.018939314403975335,0.006639143455614528,0.03331759270565192,0.02489312058178074,,,,,,,,,,,,,,,,,,,,,,,-0.008032117705913996,-0.0021493136967050412,-0.009563589570575869,-0.00256664756295037,-0.018939314403975335,0.006639143455614528,0.03331759270565192,0.02489312058178074,,
L00104,XAU,LONG,2860,2025-04-30T04:40:03+00:00,4,Asia,Wednesday,sub1,EXPIRED,False,,,,,,11,-0.6395670710249288,NONE,,,,,,,,,,,,,,-0.008032117705913996,-0.003469348013376995,-0.009563589570575869,-0.003886129798000779,-0.018939314403975335,0.005307483085875816,0.03331759270565192,0.023537312434671095,,,,,,,,,,,,,,,,,,,,,,,-0.008032117705913996,-0.003469348013376995,-0.009563589570575869,-0.003886129798000779,-0.018939314403975335,0.005307483085875816,0.03331759270565192,0.023537312434671095,,
L00105,XAU,LONG,2919,2025-04-30T09:35:03+00:00,9,Londres,Wednesday,sub1,FILLED_CLOSED,True,2920.0,2922.0,loss,-7.422325004907179,-1.0218908006859422,11,0.5335621800621166,ALIGNED,,,,,,,,,,,,,,-0.008032117705913996,-0.009287868767065685,-0.009563589570575869,-0.009702217055580987,-0.018939314403975335,-0.0005622836317988453,0.03331759270565192,0.01756110579947788,,,,,,,,,,,,,,,,,,,,,,,-0.008032117705913996,-0.009287868767065685,-0.009563589570575869,-0.009702217055580987,-0.018939314403975335,-0.0005622836317988453,0.03331759270565192,0.01756110579947788,,
L00106,XAU,LONG,2930,2025-04-30T10:30:03+00:00,10,Londres,Wednesday,sub1,FILLED_CLOSED,True,2931.0,2936.0,loss,-6.527455759091026,-1.0251277756851964,11,-1.5739156815184996,ALIGNED,,,,,,,,,,,,,,-0.008032117705913996,-0.01165090804735607,-0.009563589570575869,-0.012064268035384665,-0.018939314403975335,-0.0029461351135028663,0.03331759270565192,0.015134026542754277,,,,,,,,,,,,,,,,,,,,,,,-0.008032117705913996,-0.01165090804735607,-0.009563589570575869,-0.012064268035384665,-0.018939314403975335,-0.0029461351135028663,0.03331759270565192,0.015134026542754277,,
L00107,XAU,LONG,2937,2025-04-30T11:05:03+00:00,11,Londres,Wednesday,sub1,FILLED_CLOSED,True,2938.0,2948.0,loss,-7.852096747713404,-1.020800570409806,11,0.7621549324147483,ALIGNED,,,,,,,,,,,,,,-0.008032117705913996,-0.012137744179218495,-0.009563589570575869,-0.01255090055641841,-0.018939314403975335,-0.003437258999579226,0.03331759270565192,0.014633996819625152,,,,,,,,,,,,,,,,,,,,,,,-0.008032117705913996,-0.012137744179218495,-0.009563589570575869,-0.01255090055641841,-0.018939314403975335,-0.003437258999579226,0.03331759270565192,0.014633996819625152,,
