cfg_id,ema_periods,periodos_htf_min,buf_bp,rr,max_concurrent_por_direccion,n_trades,n_win,n_loss,win_rate,profit_factor,expectancy_r,net_r,net_usd,avg_winner_r,avg_loser_r,max_drawdown_r,max_drawdown_usd,longest_losing_streak,total_costs_usd,swap_total_usd,commission_total_usd,n_long,n_short
cfg_0041,8,200,1.2,1.0,3,4580,2280,2300,0.4978165938864629,0.9184005222780849,-0.04252740430261516,-194.77551170597744,-1563.7358699544577,0.9614888448837048,-1.0378130774090542,230.91457897452028,1840.6802369497873,10,1054.1465000000728,-106.1830000000002,0.0,2293,2287
cfg_0042,8,200,1.2,1.5,1,3739,1493,2245,0.39941144997324773,0.9366576213238982,-0.03944050138203982,-147.4680346674469,-1025.1738649702647,1.4601192011592263,-1.0370201109820936,161.47616499988533,1590.171967828537,13,905.6585000000637,-130.4380000000002,0.0,1888,1851
cfg_0043,8,200,1.2,1.5,2,3739,1493,2245,0.39941144997324773,0.9366576213238982,-0.03944050138203982,-147.4680346674469,-1025.1738649702647,1.4601192011592263,-1.0370201109820936,161.47616499988533,1590.171967828537,13,905.6585000000637,-130.4380000000002,0.0,1888,1851
cfg_0044,8,200,1.2,1.5,3,3739,1493,2245,0.39941144997324773,0.9366576213238982,-0.03944050138203982,-147.4680346674469,-1025.1738649702647,1.4601192011592263,-1.0370201109820936,161.47616499988533,1590.171967828537,13,905.6585000000637,-130.4380000000002,0.0,1888,1851
cfg_0045,8,200,1.2,2.0,1,2999,984,2013,0.3283283283283283,0.9242362121499025,-0.05274907498550036,-158.1944758815156,-1453.224238725146,1.9595980864814462,-1.037255770872171,166.31213252825228,1615.6607198626539,17,759.460500000034,-141.75700000000003,0.0,1501,1498
cfg_0046,8,200,1.2,2.0,2,2999,984,2013,0.3283283283283283,0.9242362121499025,-0.05274907498550036,-158.1944758815156,-1453.224238725146,1.9595980864814462,-1.037255770872171,166.31213252825228,1615.6607198626539,17,759.460500000034,-141.75700000000003,0.0,1501,1498
cfg_0047,8,200,1.2,2.0,3,2999,984,2013,0.3283283283283283,0.9242362121499025,-0.05274907498550036,-158.1944758815156,-1453.224238725146,1.9595980864814462,-1.037255770872171,166.31213252825228,1615.6607198626539,17,759.460500000034,-141.75700000000003,0.0,1501,1498
cfg_0048,8,200,1.2,2.5,1,2455,683,1765,0.2790032679738562,0.9218183103487534,-0.05828685434416408,-143.0942274149228,-1347.683568570616,2.459386802779905,-1.0369847086617223,147.65626715401604,1586.8076316327522,17,659.4285000000427,-149.84199999999996,0.0,1259,1196
cfg_0049,8,200,1.2,2.5,2,2455,683,1765,0.2790032679738562,0.9218183103487534,-0.05828685434416408,-143.0942274149228,-1347.683568570616,2.459386802779905,-1.0369847086617223,147.65626715401604,1586.8076316327522,17,659.4285000000427,-149.84199999999996,0.0,1259,1196
cfg_0050,8,200,1.2,2.5,3,2455,683,1765,0.2790032679738562,0.9218183103487534,-0.05828685434416408,-143.0942274149228,-1347.683568570616,2.459386802779905,-1.0369847086617223,147.65626715401604,1586.8076316327522,17,659.4285000000427,-149.84199999999996,0.0,1259,1196
