signal_bar,entry_bar,exit_bar,entry_time_utc,direction,entry_price,stop,target,exit_price,outcome,pnl_r,pnl_usd,nights_held,sub_periodo,session_utc,hour_utc,weekday,weekday_num,rsi_entry,adx_entry,atr_entry,atr_pct_entry,ema_entry,close_entry,dist_ema,dist_ema_abs,dist_ema_atr,htf_resistencia,htf_soporte,htf_width,htf_width_atr,htf_pos_in_block,htf_age_bars,d1_trend,aligned_with_d1,divergencia_score,divergencia_reason,tendencia_score,tendencia_reason,cvp_score,cvp_reason,cvp_margin,cvp_n_closed_before,cvp_aciertos_pct_causal,nodo_score,nodo_reason
358,359,367,2025-04-16T02:45:03+00:00,SHORT,3270.4471303462606,3275.55501696,3265.339243732521,3275.55501696,loss,-1.0312262217353687,-5.267386613739291,0,sub1,Asia,2,Miercoles,2,56.41917330388272,34.9837515971295,3.7545534397308082,0.11482625958380573,3270.3428026006823,3269.769,-0.5738026006824839,0.5738026006824839,0.15282845480649865,3275.424,3229.896,45.52799999999979,12.126075905118567,0.8757907221929313,57,insuficiente,,1,divergencia bajista RSI vigente -- a favor de la entrada,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -11.6 pts (40.0% aciertos vs 51.6% necesario) (gate desactivado en esta fase, se registra igual)",-11.5662054788924,10,40.0,-1,"POC~3270.682, zona 3254.557-3275.424 -- nodo en el camino a la salida"
398,399,402,2025-04-16T06:05:03+00:00,SHORT,3287.613686566649,3291.9166714,3283.310701733298,3291.9166714,loss,-1.0370672930946743,-4.462484833350572,0,sub1,Asia,6,Miercoles,2,59.53386149397911,28.705133341103352,3.209878631223635,0.0976304002518301,3287.640196325626,3287.786,0.14580367437383757,0.14580367437383757,0.04542342285329831,3291.785,3229.896,61.88899999999967,19.28079130406467,0.9353843170838143,97,insuficiente,,0,sin divergencia vigente,-1,tendencia con momentum en ambas ventanas -- en contra de la entrada,0,"no cubre costos -- margen -15.5 pts (36.4% aciertos vs 51.8% necesario) (gate desactivado en esta fase, se registra igual)",-15.483918370552452,11,36.36363636363637,-1,"POC~3269.866, zona 3255.683-3286.628 -- nodo en el camino a la salida"
406,407,410,2025-04-16T06:45:03+00:00,SHORT,3289.486659048707,3295.17380168,3283.7995164174145,3295.17380168,loss,-1.0279578006580623,-5.846142631292423,0,sub1,Asia,6,Miercoles,2,57.07380361479251,31.312523441186702,3.258369734610329,0.09905424974799448,3289.485634579675,3289.48,-0.005634579675188434,0.005634579675188434,0.0017292634458692814,3295.042,3229.896,65.14599999999973,19.993433927408667,0.9146225401406085,105,insuficiente,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -18.1 pts (33.3% aciertos vs 51.4% necesario) (gate desactivado en esta fase, se registra igual)",-18.064556699572847,12,33.33333333333333,-1,"POC~3271.969, zona 3254.326-3289.613 -- nodo en el camino a la salida"
477,478,493,2025-04-16T12:40:03+00:00,SHORT,3305.333323489746,3313.8555489200003,3296.8110980594915,3313.8555489200003,loss,-1.0186570985830992,-8.681225430254017,0,sub1,Londres/NY (overlap),12,Miercoles,2,62.18622274940783,21.163190157986605,4.425003678648766,0.13358521835199047,3306.4351198759387,3312.495,6.059880124061237,6.059880124061237,1.3694632963359938,3313.723,3293.164,20.55899999999974,4.646097832460494,0.9402694683593521,16,insuficiente,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -20.2 pts (30.8% aciertos vs 50.9% necesario) (gate desactivado en esta fase, se registra igual)",-20.16362415992624,13,30.76923076923077,-1,"POC~3306.442, zona 3303.444-3312.010 -- nodo en el camino a la salida"
500,501,514,2025-04-16T14:35:03+00:00,SHORT,3310.047391887555,3319.7527848,3300.34199897511,3319.7527848,loss,-1.0164341620621284,-9.864892912444702,0,sub1,Londres/NY (overlap),14,Miercoles,2,55.30378182295133,16.41583359644633,5.013418313301158,0.1513644249100104,3310.371023904854,3312.151,1.7799760951456847,1.7799760951456847,0.35504240498408235,3319.62,3293.164,26.455999999999676,5.2770382096002155,0.7176821892954286,39,insuficiente,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -22.2 pts (28.6% aciertos vs 50.8% necesario) (gate desactivado en esta fase, se registra igual)",-22.24770364420857,14,28.57142857142857,-1,"POC~3306.943, zona 3303.085-3314.108 -- nodo en el camino a la salida"
526,527,546,2025-04-16T16:45:03+00:00,SHORT,3325.9555629238703,3333.08031788,3318.8308079677404,3333.08031788,loss,-1.0224569126917404,-7.2847549561297456,0,sub1,Nueva York,16,Miercoles,2,56.730655014916124,35.81279415695782,4.135549523959274,0.12435450318360178,3325.9028609355823,3325.613,-0.28986093558251014,0.28986093558251014,0.07009006515414773,3332.947,3293.164,39.7829999999999,9.61976147777155,0.8156499007113515,65,insuficiente,,0,sin divergencia vigente,-1,tendencia con momentum en ambas ventanas -- en contra de la entrada,0,"no cubre costos -- margen -24.5 pts (26.7% aciertos vs 51.1% necesario) (gate desactivado en esta fase, se registra igual)",-24.456178967921378,15,26.666666666666668,0,"POC~3308.911, zona 3299.794-3314.713 -- sin nodo en el camino"
562,563,568,2025-04-16T19:45:03+00:00,SHORT,3338.615779029141,3342.63069988,3334.6008581782817,3334.6008581782817,win,0.9602731894538794,3.8554208508594456,0,sub1,Nueva York,19,Miercoles,2,59.8829810472979,31.271221160018364,2.785000285338016,0.08339108183637671,3338.7804284092726,3339.686,0.9055715907275044,0.9055715907275044,0.3251603224225864,3342.497,3293.164,49.33299999999963,17.71382224257549,0.9430198852695009,101,insuficiente,,0,sin divergencia vigente,-1,tendencia con momentum en ambas ventanas -- en contra de la entrada,0,"no cubre costos -- margen -27.0 pts (25.0% aciertos vs 52.0% necesario) (gate desactivado en esta fase, se registra igual)",-26.98011375449623,16,25.0,0,"POC~3308.581, zona 3295.220-3326.053 -- sin nodo en el camino"
591,592,603,2025-04-16T23:10:03+00:00,SHORT,3350.771103567903,3357.88631008,3343.6558970558062,3343.6558970558062,win,0.9776534947047105,6.9562065120971965,1,sub1,Post-NY / transicion,23,Miercoles,2,59.30892458115248,46.93911786668447,2.5823625263309817,0.07708526446297985,3350.6537030189947,3350.008,-0.6457030189949364,0.6457030189949364,0.25004352115980816,3357.752,3343.035,14.717000000000098,5.699044905561729,0.47380580281306717,14,insuficiente,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -21.7 pts (29.4% aciertos vs 51.1% necesario) (gate desactivado en esta fase, se registra igual)",-21.705560558884578,17,29.411764705882355,-1,"POC~3353.153, zona 3350.394-3355.299 -- nodo en el camino a la salida"
614,615,616,2025-04-17T01:05:03+00:00,LONG,3346.363369448402,3341.8933189199997,3350.833419976804,3350.833419976804,win,0.9642062211638925,4.310050528402371,0,sub1,Asia,1,Jueves,3,47.63553008861522,21.783315334532592,3.587527826535498,0.10721910982485533,3346.3040818409554,3345.978,-0.32608184095533943,0.32608184095533943,0.09089318793388679,3357.752,3342.027,15.724999999999909,4.383241262601064,0.25125596184419996,37,alcista,True,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -18.5 pts (33.3% aciertos vs 51.8% necesario) (gate desactivado en esta fase, se registra igual)",-18.45635560847367,18,33.33333333333333,-1,"POC~3351.528, zona 3345.303-3353.821 -- nodo en el camino a la salida"
629,630,688,2025-04-17T02:20:03+00:00,LONG,3335.5743103290956,3320.6681679599997,3350.4804526981916,3320.6681679599997,loss,-1.0107002869052448,-15.065642369095713,0,sub1,Asia,2,Jueves,3,48.05435586655332,30.932019400917167,5.684436809901428,0.17028127531897364,3335.9879548938497,3338.263,2.2750451061501735,2.2750451061501735,0.400223484266267,3357.752,3320.801,36.95100000000002,6.500380114286251,0.4725717842548234,52,alcista,True,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -13.7 pts (36.8% aciertos vs 50.5% necesario) (gate desactivado en esta fase, se registra igual)",-13.691231921148244,19,36.84210526315789,-1,"POC~3352.363, zona 3334.658-3356.212 -- nodo en el camino a la salida"
694,695,705,2025-04-17T07:45:03+00:00,LONG,3323.1549068162662,3314.1464288399998,3332.1633847925327,3314.1464288399998,loss,-1.0177055436467701,-9.16797797626623,0,sub1,Asia/Londres (overlap),7,Jueves,3,38.925504019499975,40.08437816539045,4.108553277332751,0.1237203765234182,3322.798459613764,3320.838,-1.96045961376376,1.96045961376376,0.4771654354781737,3357.752,3314.279,43.472999999999956,10.581096815719613,0.15087525590596929,117,alcista,True,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -15.9 pts (35.0% aciertos vs 50.9% necesario) (gate desactivado en esta fase, se registra igual)",-15.888052345920876,20,35.0,-1,"POC~3342.355, zona 3328.770-3354.129 -- nodo en el camino a la salida"
739,741,742,2025-04-17T11:35:03+00:00,SHORT,3328.039888671071,3332.6032987999997,3323.476478542142,3323.476478542142,win,0.9651576352974056,4.4044101289291575,0,sub1,Londres,11,Jueves,3,46.20526682876826,28.133030377089874,3.146654390290988,0.09463380305438772,3327.3464291668615,3325.085,-2.2614291668614896,2.2614291668614896,0.7186773272079503,3332.47,3322.949,9.52099999999973,3.02575333006917,0.2243461821237294,3,alcista,False,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -18.4 pts (33.3% aciertos vs 51.7% necesario) (gate desactivado en esta fase, se registra igual)",-18.40878490180021,21,33.33333333333333,-1,"POC~3325.924, zona 3324.139-3329.296 -- nodo en el camino a la salida"
750,758,768,2025-04-17T13:00:03+00:00,SHORT,3329.4196843492964,3342.50969504,3316.3296736585926,3316.3296736585926,win,0.9878151360019114,12.930510690704068,0,sub1,Londres/NY (overlap),13,Jueves,3,48.24354182987244,21.185772786573143,4.536349853320528,0.13639358943405622,3326.877952464437,3325.926,-0.9519524644369994,0.9519524644369994,0.20984987825402993,3342.376,3322.144,20.232000000000426,4.459973470783114,0.18693159351522703,20,alcista,False,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -14.2 pts (36.4% aciertos vs 50.6% necesario) (gate desactivado en esta fase, se registra igual)",-14.247516689560257,22,36.36363636363637,-1,"POC~3325.094, zona 3322.987-3329.731 -- nodo en el camino a la salida"
784,786,803,2025-04-17T15:20:03+00:00,LONG,3299.390657727605,3283.69064712,3315.0906683352096,3315.0906683352096,win,0.989840771195244,15.540510607605029,0,sub1,Londres/NY (overlap),15,Jueves,3,41.00859400193884,40.123546120987434,6.517469878317776,0.1975998032426763,3299.7866129292315,3298.318,-1.4686129292313126,1.4686129292313126,0.22533482419567027,3342.376,3283.822,58.55400000000009,8.984161199547186,0.24756634901117042,48,alcista,True,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -11.4 pts (39.1% aciertos vs 50.5% necesario) (gate desactivado en esta fase, se registra igual)",-11.37593430201786,23,39.130434782608695,-1,"POC~3326.518, zona 3300.900-3332.617 -- nodo en el camino a la salida"
915,916,925,2025-04-21T03:15:03+00:00,SHORT,3381.4938677361347,3385.42941176,3377.558323712269,3377.558323712269,win,0.9595989781754546,3.776544023865881,0,sub1,Asia,3,Lunes,0,58.04264952890277,35.68967792129574,3.5054217963880134,0.10371518404013941,3381.241580392114,3379.854,-1.3875803921141596,1.3875803921141596,0.3958383534740163,3385.294,3331.288,54.00599999999986,15.406419865263473,0.8992704514313211,62,sin_secuencia,,1,divergencia bajista RSI vigente -- a favor de la entrada,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -10.4 pts (41.7% aciertos vs 52.0% necesario) (gate desactivado en esta fase, se registra igual)",-10.353384424565043,24,41.66666666666667,-1,"POC~3375.168, zona 3349.290-3385.294 -- nodo en el camino a la salida"
994,995,1000,2025-04-21T09:50:03+00:00,SHORT,3393.7091831498406,3397.17388152,3390.244484779681,3397.17388152,loss,-1.0461800661719611,-3.6246983701594218,0,sub1,Londres,9,Lunes,0,58.4044844195096,24.832194321814786,2.5868800202989144,0.07620993733817642,3393.81746266525,3394.413,0.5955373347501336,0.5955373347501336,0.23021451713145907,3397.038,3331.288,65.75,25.416718009365805,0.9600760456273765,141,sin_secuencia,,1,divergencia bajista RSI vigente -- a favor de la entrada,-1,tendencia con momentum en ambas ventanas -- en contra de la entrada,0,"no cubre costos -- margen -8.3 pts (44.0% aciertos vs 52.3% necesario) (gate desactivado en esta fase, se registra igual)",-8.309003308600154,25,44.0,-1,"POC~3381.970, zona 3369.642-3397.038 -- nodo en el camino a la salida"
1025,1026,1030,2025-04-21T12:25:03+00:00,SHORT,3401.4580434439445,3408.03931612,3394.876770767889,3408.03931612,loss,-1.024159460916752,-6.740272676055156,0,sub1,Londres/NY (overlap),12,Lunes,0,49.96587660400662,23.09415917821223,3.706431250372507,0.10906054216651857,3401.004190606415,3398.508,-2.4961906064149844,2.4961906064149844,0.6734754910573642,3407.903,3387.747,20.15599999999995,5.438115167514361,0.533885691605477,13,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -8.9 pts (42.3% aciertos vs 51.2% necesario) (gate desactivado en esta fase, se registra igual)",-8.900280738147941,26,42.30769230769231,-1,"POC~3404.124, zona 3397.825-3407.063 -- nodo en el camino a la salida"
1039,1040,1043,2025-04-21T13:35:03+00:00,SHORT,3412.812577116112,3424.56997732,3401.0551769122244,3424.56997732,loss,-1.0135233977956346,-11.916400203887406,0,sub1,Londres/NY (overlap),13,Lunes,0,57.5385872435369,28.702782918449167,5.3276319495521935,0.15603269853449148,3413.0618729444027,3414.433,1.3711270555972987,1.3711270555972987,0.25736144474329664,3424.433,3387.747,36.68600000000015,6.885986184365408,0.7274164531428894,27,sin_secuencia,,0,sin divergencia vigente,-1,tendencia con momentum en ambas ventanas -- en contra de la entrada,0,"no cubre costos -- margen -9.9 pts (40.7% aciertos vs 50.7% necesario) (gate desactivado en esta fase, se registra igual)",-9.935429149042491,27,40.74074074074074,-1,"POC~3403.797, zona 3398.447-3418.319 -- nodo en el camino a la salida"
1142,1143,1144,2025-04-21T23:10:03+00:00,SHORT,3430.5873831226645,3436.0154351200003,3425.1593311253287,3436.0154351200003,loss,-1.0294765046610432,-5.588051997335697,0,sub1,Post-NY / transicion,23,Lunes,0,63.91286456642272,23.38782434833792,2.8108748114743407,0.08185980037301135,3431.076554949947,3433.767,2.6904450500528583,2.6904450500528583,0.9571557719575866,3435.878,3423.892,11.986000000000331,4.26415290751192,0.8238778575003944,14,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -12.2 pts (39.3% aciertos vs 51.5% necesario) (gate desactivado en esta fase, se registra igual)",-12.188110947339212,28,39.285714285714285,-1,"POC~3431.134, zona 3429.386-3433.880 -- nodo en el camino a la salida"
1150,1152,1153,2025-04-21T23:55:03+00:00,SHORT,3437.095395976873,3444.39477028,3429.796021673746,3429.796021673746,win,0.9781488120246932,7.139874303127272,1,sub1,Post-NY / transicion,23,Lunes,0,51.96737520816052,24.658927234829417,3.670034194629583,0.10685639550326806,3436.5739107290033,3434.548,-2.025910729003499,2.025910729003499,0.55201412890595,3444.257,3423.892,20.365000000000236,5.548994619668845,0.5232506751779928,23,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -13.2 pts (37.9% aciertos vs 51.1% necesario) (gate desactivado en esta fase, se registra igual)",-13.164949867101726,29,37.93103448275862,-1,"POC~3433.650, zona 3428.983-3439.166 -- nodo en el camino a la salida"
1157,1158,1172,2025-04-22T00:25:03+00:00,LONG,3429.039166046267,3412.0435128,3446.034819292534,3446.034819292534,win,0.9905858281713886,16.835653246267157,0,sub1,Asia,0,Martes,1,47.30522753100923,26.885575472583877,5.5956715874585035,0.16324477030201773,3428.8454481929953,3427.78,-1.0654481929950634,1.0654481929950634,0.190405776383131,3444.257,3412.18,32.077000000000226,5.73246651427756,0.48632976899336766,29,sin_secuencia,,0,sin divergencia vigente,1,tendencia con momentum en ambas ventanas -- a favor de la entrada,0,"no cubre costos -- margen -10.5 pts (40.0% aciertos vs 50.5% necesario) (gate desactivado en esta fase, se registra igual)",-10.470708591430999,30,40.0,-1,"POC~3431.560, zona 3424.209-3441.584 -- nodo en el camino a la salida"
1178,1179,1181,2025-04-22T02:10:03+00:00,SHORT,3444.8024248362294,3455.1732014,3434.431648272459,3455.1732014,loss,-1.015331542341304,-10.529776563770156,0,sub1,Asia,2,Martes,1,63.02642638272499,26.359003059017475,5.9747280821953455,0.17319859701868445,3445.546667169117,3449.64,4.0933328308829005,4.0933328308829005,0.6851078031619562,3455.035,3412.18,42.85500000000002,7.172711361996149,0.8741103721852764,50,sin_secuencia,,0,sin divergencia vigente,-1,tendencia con momentum en ambas ventanas -- en contra de la entrada,0,"no cubre costos -- margen -8.8 pts (41.9% aciertos vs 50.8% necesario) (gate desactivado en esta fase, se registra igual)",-8.831093246099144,31,41.935483870967744,-1,"POC~3430.929, zona 3419.322-3444.321 -- nodo en el camino a la salida"
1203,1204,1224,2025-04-22T04:15:03+00:00,SHORT,3483.2777070390757,3494.91279092,3471.6426231581513,3494.91279092,loss,-1.0136655654249584,-11.794083880924063,0,sub1,Asia,4,Martes,1,67.5401793032446,53.211551641776786,5.372465671642319,0.15413312285721512,3483.635136725372,3485.601,1.965863274628191,1.965863274628191,0.3659145343644872,3494.773,3412.18,82.5930000000003,15.373388132743955,0.8889494267068638,75,sin_secuencia,,0,sin divergencia vigente,-1,tendencia con momentum en ambas ventanas -- en contra de la entrada,0,"no cubre costos -- margen -10.1 pts (40.6% aciertos vs 50.7% necesario) (gate desactivado en esta fase, se registra igual)",-10.05827827124942,32,40.625,0,"POC~3431.108, zona 3412.180-3460.359 -- sin nodo en el camino"
1298,1299,1300,2025-04-22T12:10:03+00:00,SHORT,3455.606961531789,3461.41045088,3449.8034721835775,3461.41045088,loss,-1.027569620688486,-5.963489348211169,0,sub1,Londres/NY (overlap),12,Martes,1,49.78241694422942,14.082013354012792,4.815099742300061,0.13932249704434274,3455.680044373052,3456.082,0.4019556269477107,0.4019556269477107,0.0834781517434789,3461.272,3448.08,13.192000000000007,2.7397147942980085,0.606579745300178,10,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -12.0 pts (39.4% aciertos vs 51.4% necesario) (gate desactivado en esta fase, se registra igual)",-11.984541640486157,33,39.39393939393939,-1,"POC~3453.851, zona 3451.378-3457.974 -- nodo en el camino a la salida"
1301,1302,1305,2025-04-22T12:25:03+00:00,SHORT,3455.9753098765636,3464.94159212,3447.009027633127,3447.009027633127,win,0.982266897730546,8.80728224343693,0,sub1,Londres/NY (overlap),12,Martes,1,47.54883767029523,12.719266127072894,5.49147490300045,0.1589662530022643,3455.7469545109384,3454.491,-1.255954510938409,1.255954510938409,0.22870986995719064,3464.803,3448.08,16.722999999999956,3.045265670041174,0.3833642289063012,13,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -12.7 pts (38.2% aciertos vs 50.9% necesario) (gate desactivado en esta fase, se registra igual)",-12.651360995827595,34,38.23529411764706,-1,"POC~3454.003, zona 3450.867-3458.532 -- nodo en el camino a la salida"
1311,1312,1317,2025-04-22T13:15:03+00:00,LONG,3441.2103927694643,3420.3891789599998,3462.031606578929,3420.3891789599998,loss,-1.0076364424021895,-20.980213809464203,0,sub1,Londres/NY (overlap),13,Martes,1,41.285400765888525,26.657305605379104,7.732984114023529,0.22504130559797667,3440.4474092664695,3436.251,-4.196409266469345,4.196409266469345,0.5426636347098251,3464.803,3420.526,44.277000000000044,5.725732698675155,0.35515052962035254,23,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -10.4 pts (40.0% aciertos vs 50.4% necesario) (gate desactivado en esta fase, se registra igual)",-10.381822120110321,35,40.0,-1,"POC~3454.656, zona 3435.285-3461.113 -- nodo en el camino a la salida"
