cfg_id,ema_periods,periodos_htf_min,buf_bp,rr,full_expectancy_r,full_n_trades,sub1_expectancy_r,sub1_n_trades,sub2_expectancy_r,sub2_n_trades,sub3_expectancy_r,sub3_n_trades,positive_subperiods
cfg_0678,11,200,1.2,2.5,-0.0638229705299388,1950,-0.06968372459339697,684,-0.03495535859490231,569,-0.0767626098477058,708,0
cfg_0681,11,200,1.2,3.0,-0.0992899671824225,1699,-0.08070712100048945,599,-0.09706381444255364,499,-0.12018483909193034,610,0
cfg_0684,11,200,1.7,0.5,-0.0088994907391921,4390,-0.034998038972139954,1441,0.0026059305932125292,1482,0.004800499975832669,1466,2
cfg_0687,11,200,1.7,1.0,-0.0464155524652202,3714,-0.054632307346614,1225,-0.035499246742505534,1208,-0.04647310757475592,1282,0
cfg_0690,11,200,1.7,1.5,-0.0500420114821401,2890,-0.09233633358189497,971,-0.0005016962290367309,926,-0.05180211834969108,995,0
cfg_0693,11,200,1.7,2.0,-0.0642691252141422,2315,-0.10497129498994982,787,-0.02231321150430848,725,-0.06596278859084251,806,0
cfg_0696,11,200,1.7,2.5,-0.0681736641600903,1880,-0.0852179436195666,649,-0.01892557532728689,558,-0.08590645169054971,683,0
cfg_0699,11,200,1.7,3.0,-0.1103712066750301,1639,-0.11107857623040569,576,-0.10819381656421008,493,-0.11056166110722367,578,0
cfg_0702,11,200,2.2,0.5,-0.0134861197620543,4331,-0.03206423476574894,1413,-0.008347629568305422,1466,-0.0009162404864223778,1451,0
cfg_0705,11,200,2.2,1.0,-0.0479285250692847,3622,-0.05299970579975546,1173,-0.043452454619829016,1188,-0.0458037969501112,1263,0
cfg_0708,11,200,2.2,1.5,-0.0573418826932013,2784,-0.10606027335426221,923,-0.010031715527563458,901,-0.05279435671122713,963,0
cfg_0711,11,200,2.2,2.0,-0.0550150705178202,2226,-0.09831787829865603,748,-0.018324534543734023,702,-0.050341932907309137,779,0
cfg_0714,11,200,2.2,2.5,-0.0849472722819615,1798,-0.08105211864078632,614,-0.06702308629454272,543,-0.10600720483706119,650,0
cfg_0717,11,200,2.2,3.0,-0.1133819558496148,1569,-0.10557594151333305,548,-0.1271517980112989,469,-0.10674653742610501,559,0
cfg_0720,11,200,2.7,0.5,-0.011597372165688,4302,-0.032160388817806924,1396,-0.0031040471504249624,1460,-0.0006442913723170764,1445,0
cfg_0723,11,200,2.7,1.0,-0.0492466234920203,3526,-0.07323475811602077,1130,-0.036935034023064126,1175,-0.03722930527127051,1223,0
cfg_0726,11,200,2.7,1.5,-0.0705120135009303,2696,-0.12084367066971807,892,-0.01987481130880503,873,-0.0675376921834685,934,0
cfg_0729,11,200,2.7,2.0,-0.0621196952906333,2145,-0.11765399488318001,712,-0.02340084849358349,682,-0.04862665888253864,754,0
cfg_0732,11,200,2.7,2.5,-0.1021931794180558,1754,-0.0893272911715389,594,-0.11867801151052017,536,-0.102502444281102,633,0
cfg_0735,11,200,2.7,3.0,-0.1284275162473419,1513,-0.09576931784947779,526,-0.14225463718403789,455,-0.14556154992292125,539,0
cfg_0738,11,200,3.2,0.5,-0.0097288304537533,4261,-0.033985953725617406,1370,-0.002843546667828694,1448,0.006071717029633627,1442,1
cfg_0741,11,200,3.2,1.0,-0.0493071693387331,3423,-0.06578356600035176,1082,-0.05033006929607019,1147,-0.03169939346761496,1196,0
cfg_0744,11,200,3.2,1.5,-0.054205949929376,2611,-0.11327857694065747,854,0.0074300270078910225,853,-0.054293411413335727,907,1
cfg_0747,11,200,3.2,2.0,-0.0702862635283959,2074,-0.1331845702376905,678,-0.027370467458164446,664,-0.0534321704929713,740,0
cfg_0750,11,200,3.2,2.5,-0.1098890748457653,1691,-0.07754539741048916,566,-0.13058631741874463,520,-0.124297089881019,614,0
cfg_0753,11,200,3.2,3.0,-0.1146458461179754,1466,-0.08348691967144165,499,-0.13429079264628452,447,-0.12280780878231543,526,0
cfg_0756,11,350,0.2,0.5,-0.0115454618587604,3852,-0.05080971381560144,1291,0.024111708037427765,1224,-0.006616403090774854,1336,1
cfg_0759,11,350,0.2,1.0,-0.0460695457690768,3548,-0.08751189084637746,1198,0.0068879741891082705,1108,-0.050935780311212035,1245,1
cfg_0762,11,350,0.2,1.5,-0.0397183615281865,3034,-0.11458095024880623,1043,0.034679901417708006,959,-0.02648593099125239,1035,1
cfg_0765,11,350,0.2,2.0,-0.0656483438063761,2484,-0.1250689877183987,889,-0.017057879285405766,767,-0.039710193328533865,831,0
cfg_0768,11,350,0.2,2.5,-0.0803666128735389,2069,-0.15788939155666923,740,-0.031179819427799016,636,-0.03856373492364082,704,0
cfg_0771,11,350,0.2,3.0,-0.0870417565256752,1792,-0.1369127109853703,641,-0.03034986125594982,550,-0.0769023178439903,612,0
cfg_0774,11,350,0.7,0.5,-0.0153960691577782,3803,-0.058667651650696304,1267,0.01664836147440825,1213,-0.0036806977071498137,1322,1
cfg_0777,11,350,0.7,1.0,-0.0398993430440542,3472,-0.07948027451828105,1161,0.012887527381827382,1090,-0.04694487469204385,1224,1
cfg_0780,11,350,0.7,1.5,-0.0429415959887158,2941,-0.1009189124570633,1004,0.02629799510659527,939,-0.042768409320240536,1001,1
cfg_0783,11,350,0.7,2.0,-0.0690816160509608,2402,-0.11994783476897193,855,-0.041262098515340885,747,-0.03703944805011138,803,0
cfg_0786,11,350,0.7,2.5,-0.0774098894843847,2004,-0.1550611461239387,708,-0.021568102544719102,620,-0.04289110763594347,687,0
cfg_0789,11,350,0.7,3.0,-0.1109300518027827,1746,-0.1683341959343339,629,-0.07071415882084035,532,-0.0884881793281997,595,0
cfg_0792,11,350,1.2,0.5,-0.0191797150610315,3766,-0.06409995620230165,1253,0.005245755548818551,1205,0.0009970525784821923,1307,2
cfg_0795,11,350,1.2,1.0,-0.0408909626657596,3427,-0.07259114110007943,1149,0.002570324704352891,1083,-0.045633307875648725,1198,1
cfg_0798,11,350,1.2,1.5,-0.0526418144294649,2869,-0.12943309672696607,980,0.02142236050260099,922,-0.03823167983767444,970,1
cfg_0801,11,350,1.2,2.0,-0.0583120757546774,2343,-0.11617325093387891,827,-0.03348991348102308,737,-0.01808366800910971,783,0
cfg_0804,11,350,1.2,2.5,-0.0726630886719602,1935,-0.1242485633239398,682,-0.02151847189356929,597,-0.060680666856500844,667,0
cfg_0807,11,350,1.2,3.0,-0.095930694720286,1687,-0.1346460499475078,607,-0.07436965651276009,518,-0.07694672004855486,572,0
cfg_0810,11,350,1.7,0.5,-0.0155247558039288,3750,-0.05536727791552056,1240,0.008537532468081024,1207,-0.0002543003547338921,1302,1
cfg_0813,11,350,1.7,1.0,-0.0486517415884074,3387,-0.08807822390458131,1124,-0.01610560376672495,1083,-0.036764581800191716,1183,0
cfg_0816,11,350,1.7,1.5,-0.0526345911519932,2805,-0.11179854855847761,951,0.016173757257499477,908,-0.05178732848919805,949,1
cfg_0819,11,350,1.7,2.0,-0.0731251455640081,2278,-0.14005683188922635,784,-0.04551153817937845,733,-0.028343774631257014,765,0
cfg_0822,11,350,1.7,2.5,-0.064858492228663,1880,-0.11074481328122526,651,-0.002734749199016142,591,-0.06883538388348778,648,0
cfg_0825,11,350,1.7,3.0,-0.1099148350088895,1624,-0.15339183290838296,580,-0.10638969056415641,511,-0.06739757483085818,542,0
cfg_0828,11,350,2.2,0.5,-0.0132067144993591,3709,-0.039766469863519074,1220,0.0051742470702978785,1198,-0.005529323848049508,1290,1
cfg_0831,11,350,2.2,1.0,-0.0460496563020074,3308,-0.08891710023693382,1081,-0.01868197964654126,1069,-0.02702481799834516,1161,0
cfg_0834,11,350,2.2,1.5,-0.0587185457407816,2732,-0.12210889015066984,923,0.0010741981364684548,886,-0.0462657998986414,927,1
cfg_0837,11,350,2.2,2.0,-0.0715017595904062,2202,-0.14853334035999705,752,-0.029677175339541628,710,-0.03081740143350604,744,0
cfg_0840,11,350,2.2,2.5,-0.0817000584596705,1806,-0.12775065407037403,618,-0.03703366053009394,570,-0.07946987520932593,627,0
cfg_0843,11,350,2.2,3.0,-0.1063068568217379,1551,-0.13012798049644933,553,-0.12192762557128274,481,-0.06770032454737432,526,0
cfg_0846,11,350,2.7,0.5,-0.0165577327583691,3688,-0.04237168100095156,1204,0.0025826897749689015,1195,-0.010561060843613652,1288,1
cfg_0849,11,350,2.7,1.0,-0.050127922302775,3234,-0.0967708840099958,1048,-0.028100894608984708,1060,-0.02306347772783591,1129,0
cfg_0852,11,350,2.7,1.5,-0.0656984020930564,2649,-0.1437866611833785,890,-0.001594736091661118,867,-0.0434055757881182,896,0
cfg_0855,11,350,2.7,2.0,-0.0758518011606873,2120,-0.16672346975792474,717,-0.023368271564122047,691,-0.03261229778964839,716,0
cfg_0858,11,350,2.7,2.5,-0.1159105636565811,1749,-0.14330528592068884,598,-0.10101147237540288,557,-0.10461612796393154,603,0
cfg_0861,11,350,2.7,3.0,-0.1113683467917966,1496,-0.1416872340364724,534,-0.1315614927747318,469,-0.06087574528737866,502,0
cfg_0864,11,350,3.2,0.5,-0.0142815812728273,3664,-0.03763786378035813,1190,0.001580290536045702,1190,-0.007706509171127346,1283,1
cfg_0867,11,350,3.2,1.0,-0.049137019905762,3153,-0.09101188328955366,1022,-0.04094208504228823,1032,-0.013416364604265306,1102,0
cfg_0870,11,350,3.2,1.5,-0.0548369410125558,2559,-0.14534211320811088,851,0.01646040749298189,848,-0.028699357064470826,864,1
cfg_0873,11,350,3.2,2.0,-0.0809333032097814,2054,-0.16856797260807296,688,-0.028667526209036464,674,-0.040324827537651375,701,0
cfg_0876,11,350,3.2,2.5,-0.120024184293136,1689,-0.14855850857197264,575,-0.09376274425649765,538,-0.11821081004243583,585,0
cfg_0879,11,350,3.2,3.0,-0.1136533197919306,1453,-0.16447875000676535,512,-0.11771555517296572,462,-0.055072649537000556,487,0
cfg_0882,11,500,0.2,0.5,-0.0109116305474095,3111,-0.0028584664936423415,1031,-0.0026752215934963907,981,-0.026251016958983815,1098,0
cfg_0885,11,500,0.2,1.0,-0.0538026904720406,3019,-0.07639879156022931,1024,-0.002316616821049465,920,-0.07444643367347635,1075,0
cfg_0888,11,500,0.2,1.5,-0.0445628551931388,2690,-0.11934924464936106,946,0.05362472452474911,808,-0.04943108015066379,937,1
cfg_0891,11,500,0.2,2.0,-0.0606691502543864,2331,-0.13095873824512594,839,0.05934719056868431,678,-0.08569610490796734,815,1
cfg_0894,11,500,0.2,2.5,-0.1089842631999151,1994,-0.1320494568093459,709,-0.043060589804225814,583,-0.13355093002439353,712,0
cfg_0897,11,500,0.2,3.0,-0.1168208940262993,1738,-0.13856115655370824,613,-0.06167086378211377,501,-0.12886538199664574,634,0
cfg_0900,11,500,0.7,0.5,-0.0161817893527172,3076,-0.009146673898666479,1016,-0.016513818083877814,976,-0.022914829579830664,1083,0
cfg_0903,11,500,0.7,1.0,-0.0543906873739515,2981,-0.08036569950490657,1010,-0.002285187249663823,913,-0.0726359221443254,1058,0
cfg_0906,11,500,0.7,1.5,-0.0441945975937771,2637,-0.11519854129933023,925,0.05659593967481788,799,-0.056039735732519046,914,1
cfg_0909,11,500,0.7,2.0,-0.0577132410265534,2267,-0.11707280002676164,810,0.0434837740807881,666,-0.08336225902711368,792,1
cfg_0912,11,500,0.7,2.5,-0.1025813886009065,1934,-0.12611369598069952,683,-0.027102017641215132,567,-0.13450442182931455,694,0
cfg_0915,11,500,0.7,3.0,-0.123289193962725,1700,-0.1319758436967515,601,-0.11629237104628223,492,-0.12092680715622577,616,0
cfg_0918,11,500,1.2,0.5,-0.0211079685939083,3057,-0.023168575597788288,1007,-0.02365091657798878,975,-0.017317333082996395,1074,0
cfg_0921,11,500,1.2,1.0,-0.0539530609009339,2947,-0.07814827098941378,997,-0.011233047458545224,912,-0.06437077844886961,1038,0
cfg_0924,11,500,1.2,1.5,-0.0453536369353127,2584,-0.13010364030947438,906,0.054051124604818576,789,-0.042685977370950305,890,1
cfg_0927,11,500,1.2,2.0,-0.0519718272649361,2224,-0.10699621000683182,783,0.029004887681631356,671,-0.06921911259720293,772,1
cfg_0930,11,500,1.2,2.5,-0.0909159752696258,1868,-0.093716546111899,657,-0.044678510773177645,550,-0.11938375026259213,671,0
cfg_0933,11,500,1.2,3.0,-0.1096059733903551,1643,-0.09544295734698863,579,-0.12104078703751339,482,-0.11485108141055234,591,0
cfg_0936,11,500,1.7,0.5,-0.0198587857778656,3041,-0.024564530711356423,998,-0.018298805342017676,971,-0.017339788631077678,1071,0
cfg_0939,11,500,1.7,1.0,-0.0532208224916597,2905,-0.08192550277390571,974,-0.008350189977058447,903,-0.06152503001702233,1028,0
cfg_0942,11,500,1.7,1.5,-0.0358672152004712,2529,-0.09736228355687246,878,0.05969491923365779,776,-0.05430397139929136,876,1
cfg_0945,11,500,1.7,2.0,-0.0568797407798087,2166,-0.12007567723819455,744,0.02525320438590915,664,-0.06945248257634662,760,1
cfg_0948,11,500,1.7,2.5,-0.0861031282894077,1815,-0.09526909455363596,630,-0.01637279245485452,543,-0.12706075414477006,651,0
cfg_0951,11,500,1.7,3.0,-0.1038197469763367,1588,-0.10821723231251196,558,-0.10385680747599371,474,-0.09854514127463092,564,0
cfg_0954,11,500,2.2,0.5,-0.0199609030153911,3020,-0.02169758237923956,985,-0.019682969945679363,969,-0.019063361036161422,1065,0
cfg_0957,11,500,2.2,1.0,-0.0491719996548204,2852,-0.07654378390506911,943,-0.011497803476311312,895,-0.05397923466892272,1015,0
cfg_0960,11,500,2.2,1.5,-0.0368393448648086,2469,-0.09654458770222916,849,0.05594808231092159,761,-0.05653693845605746,861,1
cfg_0963,11,500,2.2,2.0,-0.0523634974211551,2092,-0.11911997086264973,706,0.02286516388414543,646,-0.05708019109579827,742,1
cfg_0966,11,500,2.2,2.5,-0.0921255844627659,1733,-0.09185474558549242,588,-0.03346498727390784,525,-0.1423224389620133,628,0
cfg_0969,11,500,2.2,3.0,-0.1159337141861671,1520,-0.08599885050210065,525,-0.14452008177277043,456,-0.11801012210758643,546,0
cfg_0972,11,500,2.7,0.5,-0.0205142119373323,3012,-0.025702266111023025,980,-0.01414524766434301,966,-0.02197482996312419,1065,0
cfg_0975,11,500,2.7,1.0,-0.0514465225358749,2791,-0.08410332132447151,920,-0.01291344029332962,889,-0.05264776031087145,983,0
cfg_0978,11,500,2.7,1.5,-0.0512614679104867,2394,-0.11647831932015983,820,0.04514279949843142,741,-0.06917418902931571,835,1
cfg_0981,11,500,2.7,2.0,-0.0631629958249138,2024,-0.1434923402740646,672,0.01821419637243663,632,-0.06239892089535746,722,1
cfg_0984,11,500,2.7,2.5,-0.1114429145862929,1687,-0.09798558878325582,570,-0.10132497044066197,511,-0.13299776264178298,614,0
cfg_0987,11,500,2.7,3.0,-0.1402252920132645,1460,-0.11163779206349282,501,-0.15570795487746303,444,-0.15117131222941171,522,0
cfg_0990,11,500,3.2,0.5,-0.0192290419663596,2992,-0.02881755321973292,971,-0.012793980132448306,958,-0.016726050899472895,1062,0
cfg_0993,11,500,3.2,1.0,-0.0563664051072076,2740,-0.0874188907161921,901,-0.01196143421023379,873,-0.0643814003283393,967,0
cfg_0996,11,500,3.2,1.5,-0.0414342953520566,2322,-0.12948902854503166,786,0.07752364721309203,722,-0.05820807120544032,816,1
cfg_0999,11,500,3.2,2.0,-0.0674577377705866,1969,-0.14485061514747935,650,0.0036801053364565683,615,-0.057929508773641156,710,1
cfg_1002,11,500,3.2,2.5,-0.1173783609743697,1634,-0.1157864778471313,544,-0.11359683700598444,499,-0.12252428204671967,599,0
cfg_1005,11,500,3.2,3.0,-0.1314275484700316,1420,-0.12964961771795222,485,-0.13105979507501747,432,-0.1283757897864769,509,0
cfg_1008,11,650,0.2,0.5,-0.0251053765300256,3039,-0.06292309870159297,1004,0.024250213117337133,988,-0.035878263923916937,1046,1
cfg_1011,11,650,0.2,1.0,-0.0642689908755609,2954,-0.10079413821079468,991,0.006478013623312197,926,-0.09354368148861432,1036,1
cfg_1014,11,650,0.2,1.5,-0.0586104667393531,2643,-0.12262771576815504,911,0.03443930674535692,816,-0.077838991909646,916,1
cfg_1017,11,650,0.2,2.0,-0.069255610052922,2281,-0.11896290845569203,804,0.03932566247438278,693,-0.11431611772547023,784,1
cfg_1020,11,650,0.2,2.5,-0.0997096108949143,1948,-0.13450308555859028,705,-0.005334059766845409,585,-0.14148177444025073,666,0
cfg_1023,11,650,0.2,3.0,-0.1140614680047738,1694,-0.13358911759356032,603,-0.05016148428171015,495,-0.13952581822524565,604,0
cfg_1026,11,650,0.7,0.5,-0.0274310812997978,3017,-0.05841832830209546,994,0.01710538210299669,980,-0.040217957703506446,1042,1
cfg_1029,11,650,0.7,1.0,-0.0600585315037592,2905,-0.09572119901529015,975,0.00951768482612906,913,-0.08935393183361391,1016,1
cfg_1032,11,650,0.7,1.5,-0.0607312348084424,2587,-0.12138896720307993,886,0.0369389826457169,807,-0.08878620714841871,894,1
cfg_1035,11,650,0.7,2.0,-0.0742354010432327,2223,-0.1190316718400581,775,0.01905859680674141,684,-0.11630076148869091,764,1
cfg_1038,11,650,0.7,2.5,-0.1001185484881104,1893,-0.14330714637897546,679,0.00941106207945535,567,-0.14572653156520765,655,1
cfg_1041,11,650,0.7,3.0,-0.1205160221982589,1655,-0.13267940335503092,585,-0.09866845346292548,487,-0.1307752975488382,590,0
cfg_1044,11,650,1.2,0.5,-0.027523979238204,3002,-0.060033133188357915,989,0.005574790636316037,979,-0.028234995280986493,1033,1
cfg_1047,11,650,1.2,1.0,-0.0572174447801966,2876,-0.08405464747746023,964,-0.0071333830055621775,915,-0.07626166741454286,996,0
cfg_1050,11,650,1.2,1.5,-0.0626938787863596,2541,-0.13137057788012957,865,0.026625890551570087,796,-0.07598579545141369,880,1
cfg_1053,11,650,1.2,2.0,-0.0670460262322372,2189,-0.1117696559243741,751,0.006393116033437504,691,-0.09544991832729155,748,1
cfg_1056,11,650,1.2,2.5,-0.0936902456722833,1837,-0.11378273930080456,654,-0.01325982803405287,550,-0.13769925541632158,641,0
cfg_1059,11,650,1.2,3.0,-0.1127339654126203,1596,-0.09098019054003131,565,-0.13959593396695402,474,-0.11647391300068806,564,0
cfg_1062,11,650,1.7,0.5,-0.025988335631235,2987,-0.056779507617045574,981,0.006197031704525435,978,-0.027696600330978035,1027,1
cfg_1065,11,650,1.7,1.0,-0.063701505710145,2851,-0.09119230259764977,948,-0.02202667948520763,920,-0.07520930364735194,982,0
cfg_1068,11,650,1.7,1.5,-0.0675560242851779,2501,-0.13096861663231452,845,0.025932437157984364,790,-0.09096901732087595,866,1
cfg_1071,11,650,1.7,2.0,-0.0737096593659386,2140,-0.12288965874923792,719,0.01741648541105765,683,-0.11558050779612283,739,1
cfg_1074,11,650,1.7,2.5,-0.0929073880263123,1780,-0.13265629368948717,623,0.02526453039569504,538,-0.14874949395458575,626,1
cfg_1077,11,650,1.7,3.0,-0.1181943959653004,1539,-0.14908712630546292,541,-0.10800501258290963,463,-0.09891131286059295,541,0
cfg_1080,11,650,2.2,0.5,-0.0320452334374387,2965,-0.06393390549503192,966,0.0019904353343435806,976,-0.03488852038376913,1022,1
cfg_1083,11,650,2.2,1.0,-0.0700845293410219,2811,-0.10099903880243641,920,-0.030652055982763462,913,-0.079863322337405,978,0
cfg_1086,11,650,2.2,1.5,-0.0609791333468711,2434,-0.1267891347724494,811,0.025562754435323392,777,-0.08152628795017128,847,1
cfg_1089,11,650,2.2,2.0,-0.0721318818071171,2071,-0.1359495343720732,691,0.018141916819616126,663,-0.09971632663436744,718,1
cfg_1092,11,650,2.2,2.5,-0.106241353578518,1714,-0.12211846017442358,590,-0.023393462346832792,523,-0.1656757933867537,607,0
cfg_1095,11,650,2.2,3.0,-0.1352566765048082,1486,-0.15975596044748014,517,-0.13831578395088576,448,-0.11135544096258834,527,0
cfg_1098,11,650,2.7,0.5,-0.0311629277366755,2951,-0.06071123284793908,958,0.0015961059299084473,970,-0.035039213428452745,1022,1
cfg_1101,11,650,2.7,1.0,-0.0673700427930275,2749,-0.10476459356396721,898,-0.029852755571281482,905,-0.06988144069135148,946,0
cfg_1104,11,650,2.7,1.5,-0.0727631625284167,2368,-0.13507245350039568,785,0.0035624075034202188,758,-0.08783999379447169,826,1
cfg_1107,11,650,2.7,2.0,-0.0838514905749953,1998,-0.1623538851896497,658,0.0014117639598320785,645,-0.09444013945780724,696,1
cfg_1110,11,650,2.7,2.5,-0.1162957131974344,1662,-0.14430615085019213,570,-0.05165270153696477,510,-0.1486754858849259,588,0
cfg_1113,11,650,2.7,3.0,-0.1358070124762766,1435,-0.17168245728442186,497,-0.13941733267133208,440,-0.10009593133407813,504,0
cfg_1116,11,650,3.2,0.5,-0.0224488734894492,2924,-0.054872969990930914,942,0.00988059642178438,963,-0.023505295232622656,1018,1
cfg_1119,11,650,3.2,1.0,-0.0696561535163494,2699,-0.09908202091412979,877,-0.03810960315253009,891,-0.07427940267922821,931,0
cfg_1122,11,650,3.2,1.5,-0.0639783661648726,2306,-0.13813178754087396,759,0.017019014535569223,744,-0.07329729536268081,804,1
cfg_1125,11,650,3.2,2.0,-0.089237247713786,1940,-0.16952181046655268,639,-0.006780785190086681,627,-0.09099026928411807,678,0
cfg_1128,11,650,3.2,2.5,-0.1436121870717525,1600,-0.15609255770394714,543,-0.10971928880566435,493,-0.164298123540906,570,0
cfg_1131,11,650,3.2,3.0,-0.1316579886418557,1385,-0.18292916130785716,476,-0.1461297018659464,430,-0.0695008238009121,484,0
cfg_1134,11,800,0.2,0.5,-0.0103092054484346,2619,-0.03224307106706366,872,0.004782989487658805,836,-0.003165602151582697,911,1
cfg_1137,11,800,0.2,1.0,-0.0522959582361907,2610,-0.10030485035237881,877,0.019664289650540314,814,-0.06689945721000365,920,1
cfg_1140,11,800,0.2,1.5,-0.0600859748787132,2428,-0.12326133047911146,840,0.01928156422535988,741,-0.06208835813693379,848,1
cfg_1143,11,800,0.2,2.0,-0.0741322716465085,2158,-0.12737698225354951,762,0.028063078145970276,658,-0.10749825384996935,739,1
cfg_1146,11,800,0.2,2.5,-0.1132600185473577,1866,-0.1533731491219133,678,-0.038630310966202584,559,-0.12729425404446013,638,0
cfg_1149,11,800,0.2,3.0,-0.0941978347889048,1627,-0.14889843118675555,588,-0.023242776045104246,478,-0.08429724757883614,570,0
cfg_1152,11,800,0.7,0.5,-0.0105428033299524,2607,-0.03303736893471424,868,0.0004883149560579962,833,0.0008644459789571184,906,2
cfg_1155,11,800,0.7,1.0,-0.0537665488337884,2582,-0.10534975069791822,865,0.01631320363360058,806,-0.06344445823638227,912,1
cfg_1158,11,800,0.7,1.5,-0.0650135772362407,2374,-0.12793264216927694,816,0.014598309434397456,735,-0.06880187861746791,824,1
cfg_1161,11,800,0.7,2.0,-0.0799706467441873,2103,-0.13607490242340628,739,0.00799573201780019,648,-0.10300685883656678,717,1
cfg_1164,11,800,0.7,2.5,-0.1157883621032235,1817,-0.16259457452991077,659,-0.05200827110080642,542,-0.11273425276298792,625,0
cfg_1167,11,800,0.7,3.0,-0.0988902341269491,1590,-0.1292931495429262,572,-0.06304735675596812,469,-0.09712171010277934,557,0
cfg_1170,11,800,1.2,0.5,-0.0150057283170615,2593,-0.03519437428748501,860,-0.0158215795756851,834,0.005062458771709432,899,1
cfg_1173,11,800,1.2,1.0,-0.0529183739932812,2551,-0.10039509149272757,856,0.002495020226699625,804,-0.05389835569086042,892,1
cfg_1176,11,800,1.2,1.5,-0.0651592528899198,2335,-0.13860694626326,797,0.005517234605470013,729,-0.051497154489010565,810,1
cfg_1179,11,800,1.2,2.0,-0.0699268647040022,2060,-0.11977824454126004,714,0.0014648091055939408,648,-0.08806347839573198,700,1
cfg_1182,11,800,1.2,2.5,-0.107714458560004,1766,-0.1287659306436135,640,-0.060909116277602496,523,-0.11655970051872135,612,0
cfg_1185,11,800,1.2,3.0,-0.084475175047224,1543,-0.08678859376137951,556,-0.08423251574032667,459,-0.08168204983822071,536,0
cfg_1188,11,800,1.7,0.5,-0.0100147710802086,2581,-0.032434132300710294,856,-0.006530720894098116,829,0.008178730183189074,896,1
cfg_1191,11,800,1.7,1.0,-0.0579079490671551,2527,-0.10331437468535934,841,-0.015644224440023644,802,-0.04961995899406146,885,0
cfg_1194,11,800,1.7,1.5,-0.0574578305984615,2292,-0.11485966034110352,779,0.005663757400553875,722,-0.05343449977344566,792,1
cfg_1197,11,800,1.7,2.0,-0.072950103512356,2008,-0.13680183101861929,682,0.003701873811662952,640,-0.08387311441789604,688,1
cfg_1200,11,800,1.7,2.5,-0.1027741980515337,1715,-0.12971668559934962,615,-0.04194548789853801,511,-0.11617327454235901,597,0
cfg_1203,11,800,1.7,3.0,-0.0888089402500126,1484,-0.12057924227013726,529,-0.06972693245767884,453,-0.07014747318206965,509,0
cfg_1206,11,800,2.2,0.5,-0.0153569781249836,2564,-0.038558790049268335,849,-0.013543359282499223,827,0.005135355790552078,888,1
cfg_1209,11,800,2.2,1.0,-0.0582186173728339,2494,-0.10620458620334286,817,-0.021857925375696044,800,-0.04322854681294816,878,0
cfg_1212,11,800,2.2,1.5,-0.0618335439214822,2241,-0.12373903923354881,755,-0.00033236375577038135,710,-0.05400136503286702,778,0
cfg_1215,11,800,2.2,2.0,-0.067378456574659,1952,-0.13294208715394,660,0.005525575893210415,622,-0.07344456349049645,672,1
cfg_1218,11,800,2.2,2.5,-0.1123421285311551,1656,-0.1306810427375688,582,-0.07475031551233106,500,-0.12542491416164334,581,0
cfg_1221,11,800,2.2,3.0,-0.0918300016707866,1427,-0.1129370561624681,504,-0.09514291206266735,436,-0.06458231038210165,494,0
cfg_1224,11,800,2.7,0.5,-0.0160319746032738,2560,-0.03640446195195834,844,-0.012623504599222663,827,0.00013712069557172377,889,1
cfg_1227,11,800,2.7,1.0,-0.0600808311139777,2459,-0.12282519549623927,802,-0.025983808217930532,800,-0.029671944589518502,858,0
cfg_1230,11,800,2.7,1.5,-0.0750526709970493,2196,-0.13585675233904881,738,-0.004853772986431014,699,-0.07654994234608953,761,0
cfg_1233,11,800,2.7,2.0,-0.0756202478266774,1898,-0.16496781626595783,640,0.0036070937090153976,606,-0.06461670435183689,654,1
cfg_1236,11,800,2.7,2.5,-0.1224135263163397,1614,-0.14583972495702113,565,-0.10445437294877115,490,-0.11349948509319055,566,0
cfg_1239,11,800,2.7,3.0,-0.0984546392058794,1387,-0.1205984340911857,487,-0.08601861120438446,428,-0.08404289355837007,479,0
cfg_1242,11,800,3.2,0.5,-0.0140954218014962,2543,-0.038060765550907635,833,-0.009867496633834221,821,0.00445439677100594,889,1
cfg_1245,11,800,3.2,1.0,-0.0614051337609397,2413,-0.11621808729133139,784,-0.03029943307028959,784,-0.03583116845241579,846,0
cfg_1248,11,800,3.2,1.5,-0.0731629343832472,2147,-0.15311267517226484,717,0.015737125113445258,688,-0.07421038915269304,744,1
cfg_1251,11,800,3.2,2.0,-0.0786611514842808,1852,-0.16546968171873372,624,-0.0034876433551083554,590,-0.06147544322394911,643,0
cfg_1254,11,800,3.2,2.5,-0.1197093386639777,1560,-0.14229105687718224,540,-0.10431220242587418,475,-0.10977050357192229,552,0
cfg_1257,11,800,3.2,3.0,-0.0921212073837154,1353,-0.1320166673409483,476,-0.08956909795287685,417,-0.048634764654528775,466,0
cfg_1260,14,200,0.2,0.5,0.0189386405146327,4093,-0.0010597761920498338,1308,0.016350247380405997,1331,0.03901182438399679,1453,2
cfg_1263,14,200,0.2,1.0,-0.0119612369013303,3379,-0.05400357783178413,1111,0.016641945232454085,1077,0.0022261055874555273,1192,2
cfg_1266,14,200,0.2,1.5,-0.0145827214952475,2675,-0.07120754498104966,916,0.060525074215813816,817,-0.02418272527789358,944,1
cfg_1269,14,200,0.2,2.0,-0.0387816668546409,2105,-0.15173733628684596,713,0.08742231630374236,658,-0.036707231182493825,745,1
